src_id,tgt_id,securebert_score,predicted_rel
5.1-2,5.2.1-2,0.941,EQUIVALENCE
5.1-5,5.1.4-3,0.941,EQUIVALENCE
5.3-1,5.3.1-2.1,0.941,EQUIVALENCE
5.8-3,5.2.4-1,0.941,EQUIVALENCE
5.3-15A,5.2.3-2.2,0.941,EQUIVALENCE
5.3-6A,5.3.1-3,0.941,EQUIVALENCE
5.5-8,5.1.2-1,0.941,EQUIVALENCE
5.2-2,5.2.2-6,0.941,EQUIVALENCE
5.1-1,5.2.5-1,0.941,EQUIVALENCE
5.11-3,5.2.5-4,0.941,EQUIVALENCE
5.11-1,5.2.4-2,0.941,EQUIVALENCE
5.3-15A,5.3.1-2.2,0.941,EQUIVALENCE
5.3-4B,5.1.2-4,0.941,EQUIVALENCE
5.5-1,5.1.3-3,0.941,EQUIVALENCE
5.13-1A,5.1.1-2,0.941,EQUIVALENCE
5.4-4,5.5.1-1,0.941,EQUIVALENCE
5.12-1,5.2.4-1.1,0.941,EQUIVALENCE
5.3-11,5.1.2-1.1,0.9409,EQUIVALENCE
5.1-1,5.1.3-1.1,0.9409,EQUIVALENCE
5.5-4,5.4.2-4,0.9409,EQUIVALENCE
5.1-4,5.2.4-2,0.9409,EQUIVALENCE
5.8-2,5.2.1-3,0.9409,EQUIVALENCE
5.6-2,5.1.2-4,0.9409,EQUIVALENCE
5.2-3,5.5.1-1,0.9409,EQUIVALENCE
5.13-1B,5.2.1-3,0.9409,EQUIVALENCE
5.1-3,5.2.3-2.1,0.9409,EQUIVALENCE
5.3-8,5.1.2-1.1,0.9409,EQUIVALENCE
5.8-2,5.1.2-7,0.9409,EQUIVALENCE
5.3-3,5.2.1-4,0.9409,EQUIVALENCE
5.8-3,5.1.3-1.1,0.9409,EQUIVALENCE
5.4-4,5.3.1-2,0.9409,EQUIVALENCE
5.3-4A,5.2.5-4.1,0.9409,EQUIVALENCE
5.3-1,5.2.2-6,0.9408,EQUIVALENCE
5.3-6B,5.1.2-3,0.9408,EQUIVALENCE
5.5-5,5.4.2-2,0.9408,EQUIVALENCE
5.3-6B,5.2.3-4,0.9408,EQUIVALENCE
5.6-3,5.1.3-3,0.9408,EQUIVALENCE
5.6-3,5.1.4-2,0.9408,EQUIVALENCE
5.9-1,5.1.2-4,0.9408,EQUIVALENCE
5.11-3,5.2.5-3,0.9408,EQUIVALENCE
5.3-1,5.5.1-1,0.9408,EQUIVALENCE
5.3-9,5.3.1-1,0.9408,EQUIVALENCE
5.1-5,5.1.3-1,0.9408,EQUIVALENCE
5.9-3,5.1.2-1,0.9408,EQUIVALENCE
5.8-1,5.3.1-2,0.9408,EQUIVALENCE
5.5-7,5.2.4-1.1,0.9408,EQUIVALENCE
5.6-5,5.1.2-4,0.9408,EQUIVALENCE
5.6-3,5.2.3-3,0.9407,EQUIVALENCE
5.3-1,5.1.2-2,0.9407,EQUIVALENCE
5.6-2,5.2.5-1,0.9407,EQUIVALENCE
5.8-3,5.2.3-2.1,0.9407,EQUIVALENCE
5.12-3,5.1.3-1.2,0.9407,EQUIVALENCE
5.3-12,5.2.4-3,0.9407,EQUIVALENCE
5.3-4B,5.1.2-2,0.9407,EQUIVALENCE
5.3-7,5.4.1-1.1,0.9407,EQUIVALENCE
5.6-3,5.2.4-2.1,0.9407,EQUIVALENCE
5.1-5,5.1.3-4,0.9407,EQUIVALENCE
5.3-11,5.2.3-2,0.9407,EQUIVALENCE
5.12-1,5.1.3-2,0.9407,EQUIVALENCE
5.9-2,5.2.2-6,0.9407,EQUIVALENCE
5.9-2,5.3.1-2,0.9407,EQUIVALENCE
5.3-9,5.3.1-2.1,0.9407,EQUIVALENCE
5.4-4,5.2.2-1,0.9407,EQUIVALENCE
5.3-15A,5.1.3-2,0.9406,EQUIVALENCE
5.3-15A,5.2.5-1,0.9406,EQUIVALENCE
5.3-12,5.2.2-2,0.9406,EQUIVALENCE
5.5-1,5.2.1-3,0.9406,EQUIVALENCE
5.7-2,5.1.3-2,0.9406,EQUIVALENCE
5.10-1,5.2.5-4,0.9406,EQUIVALENCE
5.11-4,5.1.1-2,0.9406,EQUIVALENCE
5.1-4,5.2.2-3,0.9406,EQUIVALENCE
5.2-3,5.4.1-1,0.9406,EQUIVALENCE
5.11-2,5.2.3-2,0.9406,EQUIVALENCE
5.9-3,5.1.4-1,0.9406,EQUIVALENCE
5.11-4,5.2.5-2.1,0.9406,EQUIVALENCE
5.7-1,5.2.2-2,0.9406,EQUIVALENCE
5.5-6,5.4.2-3,0.9406,EQUIVALENCE
5.6-9,5.4.1-1.1,0.9406,EQUIVALENCE
5.6-5,5.2.2-3,0.9406,EQUIVALENCE
5.3-5,5.5.1-1,0.9405,EQUIVALENCE
5.1-5,5.3.1-2,0.9405,EQUIVALENCE
5.11-4,5.2.2-2,0.9405,EQUIVALENCE
5.3-6A,5.1.3-4,0.9405,EQUIVALENCE
5.12-1,5.1.1-2,0.9405,EQUIVALENCE
5.3-5,5.1.3-1,0.9405,EQUIVALENCE
5.5-6,5.4.1-1.1,0.9405,EQUIVALENCE
5.6-1,5.1.2-3,0.9405,EQUIVALENCE
5.13-1A,5.1.3-3,0.9405,EQUIVALENCE
5.3-8,5.5.1-1,0.9405,EQUIVALENCE
5.3-4B,5.2.2-6,0.9405,EQUIVALENCE
5.3-4A,5.4.2-3,0.9405,EQUIVALENCE
5.2-3,5.1.3-1.2,0.9405,EQUIVALENCE
5.3-1,5.2.3-1,0.9405,EQUIVALENCE
5.3-7,5.2.2-3,0.9405,EQUIVALENCE
5.2-1,5.4.1-1,0.9404,EQUIVALENCE
5.3-4A,5.3.1-3,0.9404,EQUIVALENCE
5.10-1,5.4.2-2,0.9404,EQUIVALENCE
5.7-1,5.5.1-1,0.9404,EQUIVALENCE
5.11-4,5.2.5-4,0.9404,EQUIVALENCE
5.3-6B,5.1.2-5.1,0.9404,EQUIVALENCE
5.9-1,5.1.1-2,0.9404,EQUIVALENCE
5.1-2,5.1.3-4,0.9404,EQUIVALENCE
5.3-14,5.2.5-4,0.9404,EQUIVALENCE
5.12-2,5.4.2-2,0.9404,EQUIVALENCE
5.6-2,5.2.1-4,0.9403,EQUIVALENCE
5.1-2,5.2.3-2.1,0.9403,EQUIVALENCE
5.10-1,5.2.5-3,0.9403,EQUIVALENCE
5.11-1,5.2.2-2,0.9403,EQUIVALENCE
5.9-3,5.2.2-3,0.9403,EQUIVALENCE
5.11-3,5.2.4-2.1,0.9403,EQUIVALENCE
5.2-3,5.1.4-1,0.9403,EQUIVALENCE
5.3-5,5.4.2-1,0.9403,EQUIVALENCE
5.2-3,5.3.1-1,0.9403,EQUIVALENCE
5.1-5,5.1.1-2,0.9403,EQUIVALENCE
5.5-7,5.3.1-3,0.9403,EQUIVALENCE
5.5-5,5.1.3-1.3,0.9403,EQUIVALENCE
5.3-1,5.1.3-1.2,0.9403,EQUIVALENCE
5.11-2,5.1.3-2,0.9403,EQUIVALENCE
5.9-2,5.3.1-2.2,0.9403,EQUIVALENCE
5.3-15A,5.3.1-2.1,0.9403,EQUIVALENCE
5.6-1,5.2.5-1,0.9403,EQUIVALENCE
5.1-3,5.2.4-1.2,0.9403,EQUIVALENCE
5.12-2,5.4.1-1.1,0.9403,EQUIVALENCE
5.1-3,5.2.5-4.1,0.9403,EQUIVALENCE
5.4-4,5.1.3-2,0.9402,EQUIVALENCE
5.3-9,5.2.1-3.1,0.9402,EQUIVALENCE
5.3-13,5.2.5-1,0.9402,EQUIVALENCE
5.2-2,5.1.4-3,0.9402,EQUIVALENCE
5.3-9,5.4.1-1,0.9402,EQUIVALENCE
5.6-5,5.1.2-3,0.9402,EQUIVALENCE
5.11-2,5.2.1-4.1,0.9402,EQUIVALENCE
5.5-4,5.2.3-2.2,0.9402,EQUIVALENCE
5.5-6,5.1.3-1,0.9402,EQUIVALENCE
5.3-13,5.2.4-1.1,0.9402,EQUIVALENCE
5.3-6B,5.4.2-2,0.9402,EQUIVALENCE
5.3-3,5.2.5-4,0.9402,EQUIVALENCE
5.7-1,5.2.3-2,0.9401,EQUIVALENCE
5.5-5,5.4.1-2,0.9401,EQUIVALENCE
5.3-5,5.2.3-3,0.9401,EQUIVALENCE
5.4-3,5.2.5-4.1,0.9401,EQUIVALENCE
5.3-10,5.2.3-2.1,0.9401,EQUIVALENCE
5.7-1,5.2.1-4.1,0.9401,EQUIVALENCE
5.9-2,5.1.4-1,0.9401,EQUIVALENCE
5.1-4,5.4.2-3,0.9401,EQUIVALENCE
5.5-2,5.2.3-4,0.9401,EQUIVALENCE
5.1-2A,5.3.1-1,0.9401,EQUIVALENCE
5.1-3,5.4.1-1.1,0.9401,EQUIVALENCE
5.6-9,5.2.2-1,0.9401,EQUIVALENCE
5.3-5,5.2.3-2,0.9401,EQUIVALENCE
5.3-1,5.2.5-4,0.9401,EQUIVALENCE
5.3-15B,5.2.2-2,0.9401,EQUIVALENCE
5.3-11,5.2.4-1.1,0.94,EQUIVALENCE
5.11-4,5.4.1-1,0.94,EQUIVALENCE
5.6-9,5.2.4-2,0.94,EQUIVALENCE
5.3-4B,5.1.4-1,0.94,EQUIVALENCE
5.5-7,5.2.1-4,0.94,EQUIVALENCE
5.2-1,5.4.2-1,0.9399,EQUIVALENCE
5.9-1,5.1.2-3,0.9399,EQUIVALENCE
5.6-8,5.2.4-2,0.9399,EQUIVALENCE
5.13-1B,5.2.1-1,0.9399,EQUIVALENCE
5.5-1,5.1.1-1,0.9399,EQUIVALENCE
5.11-3,5.1.3-4,0.9399,EQUIVALENCE
5.3-2,5.3.1-2,0.9399,EQUIVALENCE
5.3-13,5.2.2-2,0.9399,EQUIVALENCE
5.1-5,5.4.1-1.1,0.9399,EQUIVALENCE
5.1-4,5.1.3-4,0.9399,EQUIVALENCE
5.5-8,5.1.1-2,0.9399,EQUIVALENCE
5.12-3,5.1.3-1.1,0.9399,EQUIVALENCE
5.5-1,5.4.2-1,0.9399,EQUIVALENCE
5.3-5,5.3.1-2,0.9399,EQUIVALENCE
5.12-1,5.4.2-1,0.9399,EQUIVALENCE
5.3-5,5.2.5-1,0.9399,EQUIVALENCE
5.11-4,5.2.1-1,0.9398,EQUIVALENCE
5.3-7,5.1.3-1.2,0.9398,EQUIVALENCE
5.3-4B,5.1.2-1.1,0.9398,EQUIVALENCE
5.3-8,5.2.1-4,0.9398,EQUIVALENCE
5.3-3,5.1.4-3,0.9398,EQUIVALENCE
5.9-2,5.2.3-2.1,0.9398,EQUIVALENCE
5.2-2,5.2.1-4,0.9398,EQUIVALENCE
5.11-4,5.1.4-3,0.9398,EQUIVALENCE
5.9-3,5.2.3-2,0.9398,EQUIVALENCE
5.8-2,5.1.1-1.1,0.9398,EQUIVALENCE
5.1-2A,5.2.4-3,0.9398,EQUIVALENCE
5.3-3,5.4.1-2,0.9398,EQUIVALENCE
5.8-2,5.2.5-3,0.9398,EQUIVALENCE
5.8-2,5.1.1-1,0.9398,EQUIVALENCE
5.12-2,5.2.3-1,0.9398,EQUIVALENCE
5.1-3,5.1.4-3,0.9398,EQUIVALENCE
5.9-2,5.4.2-3,0.9397,EQUIVALENCE
5.8-3,5.1.4-3,0.9397,EQUIVALENCE
5.9-3,5.1.4-3,0.9397,EQUIVALENCE
5.3-9,5.2.3-2,0.9397,EQUIVALENCE
5.5-8,5.1.3-3,0.9397,EQUIVALENCE
5.0-1,5.1.1-1,0.9397,EQUIVALENCE
5.12-1,5.2.3-3,0.9397,EQUIVALENCE
5.6-2,5.3.1-2.2,0.9397,EQUIVALENCE
5.5-4,5.2.5-4.1,0.9397,EQUIVALENCE
5.11-1,5.1.2-2,0.9397,EQUIVALENCE
5.4-4,5.2.1-3,0.9397,EQUIVALENCE
5.11-2,5.1.4-3,0.9397,EQUIVALENCE
5.11-2,5.1.2-6,0.9397,EQUIVALENCE
5.1-5,5.1.2-3,0.9397,EQUIVALENCE
5.8-1,5.1.2-1,0.9396,EQUIVALENCE
5.1-4,5.1.1-2,0.9396,EQUIVALENCE
5.3-14,5.2.5-3,0.9396,EQUIVALENCE
5.3-5,5.4.1-1.1,0.9396,EQUIVALENCE
5.3-3,5.2.1-2,0.9396,EQUIVALENCE
5.11-2,5.5.1-1,0.9396,EQUIVALENCE
5.1-4,5.1.2-2,0.9396,EQUIVALENCE
5.3-14,5.2.5-4.1,0.9396,EQUIVALENCE
5.3-4B,5.2.1-3.1,0.9396,EQUIVALENCE
5.10-1,5.2.5-1,0.9396,EQUIVALENCE
5.12-2,5.2.4-1.2,0.9396,EQUIVALENCE
5.5-6,5.3.1-1,0.9396,EQUIVALENCE
5.12-3,5.2.5-1,0.9396,EQUIVALENCE
5.11-1,5.5.1-1,0.9396,EQUIVALENCE
5.9-1,5.2.2-3,0.9396,EQUIVALENCE
5.5-7,5.2.5-4.1,0.9396,EQUIVALENCE
5.3-4B,5.2.3-2.1,0.9396,EQUIVALENCE
5.5-6,5.1.4-1,0.9396,EQUIVALENCE
5.13-1A,5.2.3-1,0.9396,EQUIVALENCE
5.3-14,5.1.2-4,0.9395,EQUIVALENCE
5.1-2A,5.2.1-4.1,0.9395,EQUIVALENCE
5.3-7,5.3.1-2,0.9395,EQUIVALENCE
5.3-2,5.2.4-1.1,0.9395,EQUIVALENCE
5.3-1,5.1.3-2,0.9395,EQUIVALENCE
5.3-5,5.4.1-1,0.9395,EQUIVALENCE
5.6-3,5.2.3-1,0.9395,EQUIVALENCE
5.1-5,5.2.4-1.2,0.9395,EQUIVALENCE
5.3-11,5.2.3-2.2,0.9395,EQUIVALENCE
5.4-4,5.2.1-2,0.9395,EQUIVALENCE
5.5-7,5.1.2-3,0.9395,EQUIVALENCE
5.2-1,5.2.4-1.2,0.9395,EQUIVALENCE
5.3-11,5.1.1-2.1,0.9395,EQUIVALENCE
5.11-1,5.2.3-2,0.9395,EQUIVALENCE
5.4-4,5.3.1-1,0.9395,EQUIVALENCE
5.4-3,5.2.4-2.1,0.9394,EQUIVALENCE
5.3-12,5.2.4-2.1,0.9394,EQUIVALENCE
5.5-1,5.1.1-2.2,0.9394,EQUIVALENCE
5.9-1,5.1.2-1.1,0.9394,EQUIVALENCE
5.1-2,5.1.3-3,0.9394,EQUIVALENCE
5.3-9,5.2.2-2,0.9394,EQUIVALENCE
5.3-5,5.2.5-3,0.9394,EQUIVALENCE
5.3-11,5.1.3-1.3,0.9394,EQUIVALENCE
5.7-1,5.3.1-1,0.9394,EQUIVALENCE
5.3-3,5.2.4-1,0.9394,EQUIVALENCE
5.3-4A,5.1.3-4,0.9394,EQUIVALENCE
5.6-9,5.4.2-2,0.9394,EQUIVALENCE
5.6-4B,5.2.1-4.1,0.9394,EQUIVALENCE
5.5-5,5.2.2-6,0.9393,EQUIVALENCE
5.3-5,5.1.2-1.1,0.9393,EQUIVALENCE
5.5-1,5.2.3-4,0.9393,EQUIVALENCE
5.3-1,5.1.2-1.1,0.9393,EQUIVALENCE
5.3-6A,5.1.3-2,0.9393,EQUIVALENCE
5.4-4,5.4.1-1,0.9393,EQUIVALENCE
5.12-3,5.2.4-1,0.9393,EQUIVALENCE
5.4-2,5.2.4-2,0.9393,EQUIVALENCE
5.3-6A,5.3.1-1,0.9392,EQUIVALENCE
5.3-2,5.1.2-3,0.9392,EQUIVALENCE
5.11-2,5.1.2-1.1,0.9392,EQUIVALENCE
5.0-1,5.2.3-3,0.9392,EQUIVALENCE
5.9-3,5.2.5-4.1,0.9392,EQUIVALENCE
5.1-3,5.1.3-2,0.9392,EQUIVALENCE
5.12-1,5.2.2-3,0.9392,EQUIVALENCE
5.8-2,5.1.2-2,0.9392,EQUIVALENCE
5.12-1,5.1.4-3,0.9392,EQUIVALENCE
5.3-5,5.1.3-1.1,0.9392,EQUIVALENCE
5.10-1,5.1.3-4,0.9392,EQUIVALENCE
5.3-13,5.2.4-2,0.9392,EQUIVALENCE
5.3-4B,5.1.4-3,0.9392,EQUIVALENCE
5.3-16,5.2.1-4.1,0.9392,EQUIVALENCE
5.5-7,5.3.1-2.1,0.9392,EQUIVALENCE
5.3-13,5.2.4-3,0.9392,EQUIVALENCE
5.3-1,5.2.1-1,0.9392,EQUIVALENCE
5.3-14,5.2.4-2,0.9392,EQUIVALENCE
5.9-3,5.2.1-4.1,0.9392,EQUIVALENCE
5.3-4B,5.2.4-2.1,0.9392,EQUIVALENCE
5.1-2A,5.1.3-4,0.9392,EQUIVALENCE
5.1-1,5.1.2-4,0.9392,EQUIVALENCE
5.5-6,5.4.2-4,0.9392,EQUIVALENCE
5.11-2,5.2.1-2,0.9392,EQUIVALENCE
5.3-6A,5.1.2-3,0.9391,EQUIVALENCE
5.6-5,5.1.4-3,0.9391,EQUIVALENCE
5.3-13,5.2.4-2.1,0.9391,EQUIVALENCE
5.10-1,5.1.2-3,0.9391,EQUIVALENCE
5.1-5,5.2.5-4,0.9391,EQUIVALENCE
5.3-11,5.1.4-3,0.9391,EQUIVALENCE
5.3-6A,5.1.3-1.1,0.9391,EQUIVALENCE
5.4-2,5.2.2-2,0.9391,EQUIVALENCE
5.2-3,5.2.2-2,0.9391,EQUIVALENCE
5.2-1,5.1.1-2.1,0.9391,EQUIVALENCE
5.0-1,5.1.1-2.1,0.9391,EQUIVALENCE
5.3-7,5.2.3-2.2,0.9391,EQUIVALENCE
5.8-3,5.1.2-7,0.9391,EQUIVALENCE
5.3-15B,5.2.1-2,0.9391,EQUIVALENCE
5.13-1B,5.2.2-1,0.9391,EQUIVALENCE
5.3-15A,5.4.1-2,0.9391,EQUIVALENCE
5.13-1A,5.4.1-1,0.939,EQUIVALENCE
5.3-4A,5.3.1-2.1,0.939,EQUIVALENCE
5.4-4,5.1.4-3,0.939,EQUIVALENCE
5.8-3,5.1.2-2,0.939,EQUIVALENCE
5.11-2,5.1.3-1.1,0.939,EQUIVALENCE
5.3-1,5.2.3-2.2,0.939,EQUIVALENCE
5.3-5,5.2.3-2.2,0.939,EQUIVALENCE
5.8-3,5.2.1-3,0.939,EQUIVALENCE
5.1-3,5.2.5-4,0.939,EQUIVALENCE
5.1-3,5.2.1-4,0.939,EQUIVALENCE
5.9-2,5.2.2-3,0.939,EQUIVALENCE
5.3-10,5.1.4-3,0.939,EQUIVALENCE
5.12-1,5.5.1-1,0.939,EQUIVALENCE
5.7-1,5.1.2-3,0.9389,EQUIVALENCE
5.9-3,5.3.1-3,0.9389,EQUIVALENCE
5.3-7,5.2.3-2,0.9389,EQUIVALENCE
5.3-7,5.1.4-1,0.9389,EQUIVALENCE
5.6-4B,5.3.1-2.2,0.9389,EQUIVALENCE
5.8-3,5.1.4-1,0.9389,EQUIVALENCE
5.3-14,5.1.1-2.1,0.9389,EQUIVALENCE
5.13-1B,5.4.1-1,0.9389,EQUIVALENCE
5.6-2,5.1.3-1,0.9389,EQUIVALENCE
5.1-1,5.1.3-2,0.9389,EQUIVALENCE
5.3-16,5.1.2-3,0.9389,EQUIVALENCE
5.13-1B,5.2.3-1,0.9389,EQUIVALENCE
5.6-9,5.1.4-2,0.9389,EQUIVALENCE
5.5-8,5.2.2-2,0.9389,EQUIVALENCE
5.10-1,5.1.2-4,0.9389,EQUIVALENCE
5.1-2A,5.2.4-2,0.9389,EQUIVALENCE
5.12-3,5.1.2-1.1,0.9389,EQUIVALENCE
5.3-8,5.2.4-1,0.9389,EQUIVALENCE
5.12-3,5.2.2-6,0.9389,EQUIVALENCE
5.6-5,5.1.2-1,0.9388,EQUIVALENCE
5.5-4,5.5.1-1,0.9388,EQUIVALENCE
5.3-6B,5.2.1-3.1,0.9388,EQUIVALENCE
5.1-3,5.1.1-1.1,0.9388,EQUIVALENCE
5.4-1,5.1.2-4,0.9388,EQUIVALENCE
5.5-8,5.1.2-2,0.9388,EQUIVALENCE
5.3-9,5.2.5-3,0.9388,EQUIVALENCE
5.3-10,5.4.1-1,0.9388,EQUIVALENCE
5.2-3,5.4.1-2,0.9388,EQUIVALENCE
5.3-1,5.2.1-4,0.9388,EQUIVALENCE
5.8-3,5.2.3-4,0.9388,EQUIVALENCE
5.9-3,5.2.1-1,0.9388,EQUIVALENCE
5.3-11,5.2.5-3,0.9388,EQUIVALENCE
5.10-1,5.3.1-2.1,0.9388,EQUIVALENCE
5.3-12,5.1.3-1.1,0.9388,EQUIVALENCE
5.9-1,5.2.3-2.1,0.9388,EQUIVALENCE
5.3-13,5.2.2-4,0.9387,EQUIVALENCE
5.8-2,5.4.1-2,0.9387,EQUIVALENCE
5.3-9,5.2.1-2,0.9387,EQUIVALENCE
5.11-1,5.2.5-1,0.9387,EQUIVALENCE
5.6-8,5.4.2-2,0.9387,EQUIVALENCE
5.3-7,5.2.4-1,0.9387,EQUIVALENCE
5.3-14,5.1.4-3,0.9387,EQUIVALENCE
5.3-1,5.2.5-2,0.9387,EQUIVALENCE
5.13-1A,5.2.2-1,0.9387,EQUIVALENCE
5.1-4,5.1.2-1.1,0.9387,EQUIVALENCE
5.3-7,5.1.3-1,0.9387,EQUIVALENCE
5.1-2A,5.1.3-2,0.9387,EQUIVALENCE
5.9-2,5.1.2-3,0.9387,EQUIVALENCE
5.1-4,5.2.5-1,0.9386,EQUIVALENCE
5.1-2,5.2.4-1.2,0.9386,EQUIVALENCE
5.3-11,5.2.4-1,0.9386,EQUIVALENCE
5.2-2,5.4.2-3,0.9386,EQUIVALENCE
5.9-3,5.1.1-2,0.9386,EQUIVALENCE
5.5-8,5.1.3-4,0.9386,EQUIVALENCE
5.3-10,5.4.1-1.1,0.9386,EQUIVALENCE
5.9-1,5.2.2-2,0.9386,EQUIVALENCE
5.4-4,5.1.1-1,0.9385,EQUIVALENCE
5.6-5,5.2.2-2,0.9385,EQUIVALENCE
5.7-1,5.2.1-2,0.9385,EQUIVALENCE
5.0-1,5.2.5-2.1,0.9385,EQUIVALENCE
5.3-13,5.1.2-1.1,0.9385,EQUIVALENCE
5.3-1,5.4.1-2,0.9385,EQUIVALENCE
5.4-1,5.2.3-2.2,0.9385,EQUIVALENCE
5.11-4,5.4.1-1.1,0.9385,EQUIVALENCE
5.1-1,5.1.2-3,0.9385,EQUIVALENCE
5.5-6,5.2.3-2,0.9385,EQUIVALENCE
5.9-2,5.1.2-6,0.9385,EQUIVALENCE
5.3-9,5.1.2-6,0.9385,EQUIVALENCE
5.0-1,5.2.2-1,0.9385,EQUIVALENCE
5.6-4B,5.1.4-1,0.9385,EQUIVALENCE
5.3-3,5.1.4-2,0.9385,EQUIVALENCE
5.6-7,5.2.2-3,0.9384,EQUIVALENCE
5.3-10,5.5.1-1,0.9384,EQUIVALENCE
5.12-3,5.4.1-2,0.9384,EQUIVALENCE
5.13-1B,5.4.2-2,0.9384,EQUIVALENCE
5.3-14,5.1.3-1.3,0.9384,EQUIVALENCE
5.7-2,5.2.5-4.1,0.9384,EQUIVALENCE
5.4-2,5.2.1-4.1,0.9384,EQUIVALENCE
5.11-3,5.1.2-1.1,0.9384,EQUIVALENCE
5.3-16,5.3.1-1,0.9384,EQUIVALENCE
5.2-2,5.2.5-3,0.9384,EQUIVALENCE
5.11-3,5.2.2-3,0.9384,EQUIVALENCE
5.3-7,5.1.1-2,0.9384,EQUIVALENCE
5.3-15A,5.2.4-3,0.9384,EQUIVALENCE
5.3-13,5.1.2-4,0.9384,EQUIVALENCE
5.3-11,5.2.4-2.1,0.9384,EQUIVALENCE
5.13-1B,5.2.5-2.1,0.9384,EQUIVALENCE
5.5-6,5.1.2-1,0.9384,EQUIVALENCE
5.3-3,5.2.5-1,0.9384,EQUIVALENCE
5.2-3,5.2.2-3,0.9383,EQUIVALENCE
5.9-2,5.4.1-1.1,0.9383,EQUIVALENCE
5.3-3,5.1.2-4,0.9383,EQUIVALENCE
5.3-14,5.2.3-2.2,0.9383,EQUIVALENCE
5.9-3,5.1.2-2,0.9383,EQUIVALENCE
5.5-2,5.1.2-5.1,0.9383,EQUIVALENCE
5.1-2A,5.2.1-4,0.9383,EQUIVALENCE
5.3-15B,5.2.1-3.1,0.9383,EQUIVALENCE
5.3-5,5.1.4-4,0.9383,EQUIVALENCE
5.3-10,5.2.4-1.1,0.9383,EQUIVALENCE
5.7-1,5.1.3-2,0.9383,EQUIVALENCE
5.6-2,5.2.4-2.1,0.9383,EQUIVALENCE
5.10-1,5.2.1-2,0.9383,EQUIVALENCE
5.9-2,5.2.1-2,0.9383,EQUIVALENCE
5.3-9,5.2.4-2,0.9383,EQUIVALENCE
5.9-2,5.1.2-1.1,0.9383,EQUIVALENCE
5.3-4A,5.2.1-4.1,0.9383,EQUIVALENCE
5.3-4B,5.4.2-1,0.9383,EQUIVALENCE
5.3-12,5.1.4-1,0.9382,EQUIVALENCE
5.5-7,5.4.2-4,0.9382,EQUIVALENCE
5.1-1,5.3.1-2.1,0.9382,EQUIVALENCE
5.1-2,5.1.2-1.1,0.9382,EQUIVALENCE
5.3-14,5.2.3-2.1,0.9382,EQUIVALENCE
5.13-1B,5.1.2-1,0.9382,EQUIVALENCE
5.9-1,5.3.1-2.2,0.9382,EQUIVALENCE
5.3-2,5.4.1-1.1,0.9382,EQUIVALENCE
5.13-1A,5.1.2-1,0.9382,EQUIVALENCE
5.3-9,5.2.4-3,0.9382,EQUIVALENCE
5.3-2,5.1.2-1,0.9382,EQUIVALENCE
5.6-1,5.3.1-2.1,0.9382,EQUIVALENCE
5.8-3,5.4.2-3,0.9382,EQUIVALENCE
5.3-13,5.4.1-1,0.9382,EQUIVALENCE
5.9-2,5.2.4-1,0.9382,EQUIVALENCE
5.1-5,5.2.4-2,0.9382,EQUIVALENCE
5.1-4,5.2.4-1.1,0.9381,EQUIVALENCE
5.1-4,5.2.1-4,0.9381,EQUIVALENCE
5.1-5,5.1.3-2,0.9381,EQUIVALENCE
5.9-3,5.4.2-4,0.9381,EQUIVALENCE
5.6-9,5.1.2-1,0.9381,EQUIVALENCE
5.11-1,5.3.1-2.1,0.9381,EQUIVALENCE
5.3-8,5.2.3-2.1,0.9381,EQUIVALENCE
5.6-7,5.3.1-2.1,0.9381,EQUIVALENCE
5.8-2,5.2.5-2.1,0.9381,EQUIVALENCE
5.1-2A,5.1.2-6,0.9381,EQUIVALENCE
5.9-1,5.1.3-1.3,0.9381,EQUIVALENCE
5.6-8,5.2.5-4,0.9381,EQUIVALENCE
5.6-6,5.3.1-2,0.9381,EQUIVALENCE
5.3-8,5.1.3-3,0.938,EQUIVALENCE
5.11-4,5.1.2-4,0.938,EQUIVALENCE
5.11-2,5.1.1-2,0.938,EQUIVALENCE
5.11-2,5.1.2-1,0.938,EQUIVALENCE
5.11-3,5.2.4-1.1,0.938,EQUIVALENCE
5.3-6A,5.2.4-1,0.938,EQUIVALENCE
5.2-1,5.1.4-4,0.938,EQUIVALENCE
5.3-6A,5.2.4-1.1,0.938,EQUIVALENCE
5.5-8,5.1.1-1,0.938,EQUIVALENCE
5.3-15B,5.2.3-2.2,0.938,EQUIVALENCE
5.3-15B,5.2.5-2.1,0.938,EQUIVALENCE
5.1-2,5.2.1-4,0.938,EQUIVALENCE
5.12-2,5.1.4-4,0.938,EQUIVALENCE
5.12-1,5.4.1-2,0.938,EQUIVALENCE
5.3-3,5.4.2-3,0.938,EQUIVALENCE
5.3-7,5.1.3-4,0.9379,EQUIVALENCE
5.3-10,5.1.1-2,0.9379,EQUIVALENCE
5.8-1,5.1.3-1.3,0.9379,EQUIVALENCE
5.3-6A,5.4.1-1.1,0.9379,EQUIVALENCE
5.7-1,5.1.2-1,0.9379,EQUIVALENCE
5.6-8,5.3.1-1,0.9379,EQUIVALENCE
5.1-1,5.2.4-1.1,0.9379,EQUIVALENCE
5.12-1,5.2.3-2,0.9379,EQUIVALENCE
5.3-1,5.1.4-3,0.9379,EQUIVALENCE
5.3-6A,5.1.1-2,0.9379,EQUIVALENCE
5.6-2,5.1.2-1.1,0.9378,EQUIVALENCE
