src_id,tgt_id,cysecbert_score,predicted_rel
5.3-13,5.2.3-2.2,0.8584,EQUIVALENCE
5.3-6B,5.1.1-2.1,0.8584,EQUIVALENCE
5.5-8,5.2.1-4.1,0.8584,EQUIVALENCE
5.10-1,5.2.4-2,0.8584,EQUIVALENCE
5.2-2,5.4.1-3,0.8584,EQUIVALENCE
5.12-3,5.2.2-6,0.8584,EQUIVALENCE
5.3-11,5.2.4-3,0.8584,EQUIVALENCE
5.12-3,5.2.1-4,0.8584,EQUIVALENCE
5.11-4,5.4.1-2,0.8584,EQUIVALENCE
5.7-1,5.2.5-2,0.8583,EQUIVALENCE
5.11-1,5.1.3-1.1,0.8583,EQUIVALENCE
5.8-3,5.2.5-3,0.8583,EQUIVALENCE
5.12-3,5.1.2-5,0.8583,EQUIVALENCE
5.3-16,5.1.2-7,0.8583,EQUIVALENCE
5.3-11,5.2.5-3,0.8583,EQUIVALENCE
5.1-5,5.2.2-6,0.8582,EQUIVALENCE
5.6-3,5.4.2-3,0.8582,EQUIVALENCE
5.3-13,5.2.5-3,0.8582,EQUIVALENCE
5.6-4A,5.2.5-3,0.8582,EQUIVALENCE
5.5-5,5.1.3-1.2,0.8582,EQUIVALENCE
5.1-3,5.2.5-4,0.8582,EQUIVALENCE
5.1-4,5.1.3-4,0.8582,EQUIVALENCE
5.1-5,5.1.4-3,0.8582,EQUIVALENCE
5.6-9,5.1.3-1,0.8581,EQUIVALENCE
5.2-3,5.2.5-1,0.8581,EQUIVALENCE
5.5-7,5.1.1-2,0.8581,EQUIVALENCE
5.8-2,5.1.4-3,0.8581,EQUIVALENCE
5.3-8,5.2.5-4,0.8581,EQUIVALENCE
5.3-4B,5.1.3-1,0.8581,EQUIVALENCE
5.3-6B,5.2.1-4,0.8581,EQUIVALENCE
5.10-1,5.1.2-3,0.858,EQUIVALENCE
5.4-4,5.1.4-1,0.858,EQUIVALENCE
5.3-6B,5.3.1-2.1,0.8579,EQUIVALENCE
5.8-3,5.3.1-3,0.8579,EQUIVALENCE
5.6-3,5.2.5-3,0.8579,EQUIVALENCE
5.6-5,5.5.1-1,0.8579,EQUIVALENCE
5.1-1,5.1.2-3,0.8579,EQUIVALENCE
5.3-3,5.1.3-1.1,0.8578,EQUIVALENCE
5.9-1,5.4.2-4,0.8578,EQUIVALENCE
5.9-3,5.1.3-1.1,0.8578,EQUIVALENCE
5.2-2,5.2.5-2,0.8578,EQUIVALENCE
5.6-9,5.2.5-2,0.8578,EQUIVALENCE
5.11-4,5.2.4-2.1,0.8578,EQUIVALENCE
5.12-3,5.2.4-1.2,0.8578,EQUIVALENCE
5.6-5,5.1.4-2,0.8578,EQUIVALENCE
5.5-2,5.2.2-5,0.8577,EQUIVALENCE
5.1-4,5.4.1-2,0.8577,EQUIVALENCE
5.3-6B,5.1.2-5,0.8577,EQUIVALENCE
5.5-1,5.2.2-1,0.8577,EQUIVALENCE
5.12-2,5.2.1-4,0.8577,EQUIVALENCE
5.3-13,5.2.5-4,0.8576,EQUIVALENCE
5.8-3,5.3.1-2.1,0.8576,EQUIVALENCE
5.11-1,5.2.1-2,0.8576,EQUIVALENCE
5.3-1,5.1.4-2,0.8576,EQUIVALENCE
5.2-2,5.2.5-1,0.8576,EQUIVALENCE
5.3-8,5.3.1-2.2,0.8575,EQUIVALENCE
5.3-1,5.2.5-4,0.8575,EQUIVALENCE
5.5-5,5.1.4-4,0.8575,EQUIVALENCE
5.13-1B,5.1.2-4,0.8575,EQUIVALENCE
5.2-1,5.2.5-1,0.8575,EQUIVALENCE
5.3-6A,5.5.1-2,0.8575,EQUIVALENCE
5.13-1B,5.2.5-4,0.8574,EQUIVALENCE
5.11-1,5.1.3-4,0.8574,EQUIVALENCE
5.6-2,5.2.5-4.1,0.8574,EQUIVALENCE
5.3-6B,5.4.1-1.1,0.8574,EQUIVALENCE
5.6-9,5.4.2-2,0.8574,EQUIVALENCE
5.3-8,5.4.2-3,0.8574,EQUIVALENCE
5.6-1,5.2.1-4,0.8574,EQUIVALENCE
5.1-3,5.2.5-3,0.8574,EQUIVALENCE
5.11-3,5.4.1-1.1,0.8573,EQUIVALENCE
5.3-11,5.2.2-2,0.8573,EQUIVALENCE
5.2-1,5.1.3-4,0.8573,EQUIVALENCE
5.12-1,5.5.1-2,0.8573,EQUIVALENCE
5.3-4B,5.2.5-1,0.8573,EQUIVALENCE
5.11-1,5.1.4-4,0.8573,EQUIVALENCE
5.3-13,5.4.1-3,0.8572,EQUIVALENCE
5.11-4,5.1.3-4,0.8572,EQUIVALENCE
5.1-4,5.5.1-2,0.8572,EQUIVALENCE
5.3-1,5.1.3-4,0.8572,EQUIVALENCE
5.3-1,5.1.2-1.1,0.8572,EQUIVALENCE
5.13-1A,5.2.5-4,0.8572,EQUIVALENCE
5.6-3,5.1.4-5,0.8572,EQUIVALENCE
5.6-5,5.2.4-1.2,0.8572,EQUIVALENCE
5.5-8,5.3.1-3,0.8572,EQUIVALENCE
5.3-13,5.2.1-4,0.8572,EQUIVALENCE
5.11-4,5.2.1-4.2,0.8572,EQUIVALENCE
5.1-2,5.1.2-1.1,0.8572,EQUIVALENCE
5.5-5,5.1.2-3,0.8572,EQUIVALENCE
5.3-8,5.2.4-1,0.8571,EQUIVALENCE
5.10-1,5.1.4-4,0.8571,EQUIVALENCE
5.1-3,5.1.2-2,0.8571,EQUIVALENCE
5.6-2,5.5.1-2,0.8571,EQUIVALENCE
5.1-3,5.1.3-2,0.8571,EQUIVALENCE
5.7-1,5.1.2-4,0.8571,EQUIVALENCE
5.3-4B,5.2.5-2,0.8571,EQUIVALENCE
5.9-3,5.5.1-2,0.8571,EQUIVALENCE
5.8-3,5.2.2-4,0.857,EQUIVALENCE
5.4-4,5.2.1-4.2,0.857,EQUIVALENCE
5.3-9,5.2.4-2,0.857,EQUIVALENCE
5.6-2,5.2.3-4,0.8569,EQUIVALENCE
5.3-5,5.1.3-3,0.8569,EQUIVALENCE
5.6-3,5.2.3-4,0.8569,EQUIVALENCE
5.13-1B,5.2.2-3,0.8569,EQUIVALENCE
5.11-3,5.2.4-2,0.8568,EQUIVALENCE
5.4-4,5.2.2-5,0.8568,EQUIVALENCE
5.3-4B,5.1.1-2.2,0.8568,EQUIVALENCE
5.6-1,5.1.2-5,0.8568,EQUIVALENCE
5.8-3,5.2.4-2,0.8568,EQUIVALENCE
5.6-4B,5.2.1-3.1,0.8567,EQUIVALENCE
5.13-1A,5.1.3-4,0.8567,EQUIVALENCE
5.5-2,5.2.1-4,0.8567,EQUIVALENCE
5.3-4B,5.2.5-4.1,0.8567,EQUIVALENCE
5.8-2,5.2.4-1,0.8567,EQUIVALENCE
5.3-11,5.1.1-2.2,0.8566,EQUIVALENCE
5.3-13,5.1.1-2.1,0.8566,EQUIVALENCE
5.6-4A,5.1.2-5,0.8566,EQUIVALENCE
5.7-2,5.4.2-3,0.8566,EQUIVALENCE
5.1-1,5.2.5-4,0.8566,EQUIVALENCE
5.1-1,5.1.2-1.1,0.8565,EQUIVALENCE
5.3-10,5.1.4-4,0.8565,EQUIVALENCE
5.3-10,5.1.3-3,0.8565,EQUIVALENCE
5.3-6A,5.1.1-2,0.8565,EQUIVALENCE
5.12-1,5.2.2-1,0.8565,EQUIVALENCE
5.1-5,5.3.1-3,0.8565,EQUIVALENCE
5.9-2,5.1.4-5,0.8565,EQUIVALENCE
5.8-1,5.2.5-3,0.8565,EQUIVALENCE
5.3-1,5.2.3-4,0.8564,EQUIVALENCE
5.3-5,5.2.2-3,0.8564,EQUIVALENCE
5.8-2,5.1.2-2,0.8564,EQUIVALENCE
5.11-4,5.2.5-4,0.8564,EQUIVALENCE
5.11-2,5.2.3-2,0.8564,EQUIVALENCE
5.11-4,5.2.3-2.2,0.8564,EQUIVALENCE
5.13-1A,5.1.2-4,0.8564,EQUIVALENCE
5.3-12,5.1.4-5,0.8564,EQUIVALENCE
5.8-2,5.2.4-3,0.8564,EQUIVALENCE
5.12-1,5.1.1-2.2,0.8563,EQUIVALENCE
5.1-5,5.1.2-7,0.8563,EQUIVALENCE
5.6-9,5.1.2-5.1,0.8563,EQUIVALENCE
5.3-12,5.1.1-2,0.8563,EQUIVALENCE
5.3-15A,5.1.4-5,0.8563,EQUIVALENCE
5.3-14,5.1.4-5,0.8563,EQUIVALENCE
5.1-2,5.2.3-4,0.8563,EQUIVALENCE
5.3-6A,5.4.1-2,0.8562,EQUIVALENCE
5.12-3,5.2.1-1,0.8562,EQUIVALENCE
5.3-11,5.2.3-2,0.8562,EQUIVALENCE
5.6-4A,5.2.4-1.2,0.8562,EQUIVALENCE
5.3-2,5.1.2-7,0.8562,EQUIVALENCE
5.3-11,5.2.2-3,0.8562,EQUIVALENCE
5.5-5,5.1.2-5,0.8562,EQUIVALENCE
5.5-7,5.2.4-2.1,0.8562,EQUIVALENCE
5.2-2,5.1.3-3,0.8562,EQUIVALENCE
5.3-6B,5.2.5-1,0.8561,EQUIVALENCE
5.9-1,5.2.5-3,0.8561,EQUIVALENCE
5.11-4,5.1.1-2,0.8561,EQUIVALENCE
5.11-2,5.1.2-7,0.8561,EQUIVALENCE
5.4-2,5.1.2-5,0.8561,EQUIVALENCE
5.8-1,5.2.3-2,0.8561,EQUIVALENCE
5.1-3,5.2.2-6,0.8561,EQUIVALENCE
5.5-5,5.4.1-3,0.856,EQUIVALENCE
5.3-16,5.2.3-2,0.856,EQUIVALENCE
5.5-8,5.1.1-2.2,0.856,EQUIVALENCE
5.11-1,5.2.4-3,0.856,EQUIVALENCE
5.8-2,5.1.3-3,0.856,EQUIVALENCE
5.12-1,5.1.2-7,0.856,EQUIVALENCE
5.3-10,5.3.1-2.2,0.8559,EQUIVALENCE
5.8-1,5.2.2-2,0.8559,EQUIVALENCE
5.3-4B,5.2.3-4,0.8559,EQUIVALENCE
5.9-2,5.2.5-2,0.8559,EQUIVALENCE
5.11-2,5.4.2-3,0.8559,EQUIVALENCE
5.13-1B,5.1.3-2,0.8559,EQUIVALENCE
5.5-1,5.4.2-4,0.8559,EQUIVALENCE
5.3-10,5.2.1-1,0.8559,EQUIVALENCE
5.4-3,5.3.1-2,0.8559,EQUIVALENCE
5.8-1,5.1.4-3,0.8559,EQUIVALENCE
5.3-3,5.1.2-3,0.8558,EQUIVALENCE
5.1-2,5.4.1-3,0.8558,EQUIVALENCE
5.5-8,5.5.1-2,0.8558,EQUIVALENCE
5.8-1,5.2.5-4,0.8558,EQUIVALENCE
5.4-2,5.2.1-2,0.8558,EQUIVALENCE
5.5-5,5.2.5-4.1,0.8558,EQUIVALENCE
5.1-3,5.2.3-4,0.8558,EQUIVALENCE
5.3-15A,5.1.3-1.2,0.8558,EQUIVALENCE
5.2-3,5.4.2-2,0.8558,EQUIVALENCE
5.6-1,5.1.2-7,0.8558,EQUIVALENCE
5.1-3,5.4.1-2,0.8558,EQUIVALENCE
5.13-1A,5.2.2-3,0.8558,EQUIVALENCE
5.8-3,5.5.1-1,0.8557,EQUIVALENCE
5.3-15B,5.5.1-1,0.8557,EQUIVALENCE
5.9-3,5.1.3-1.3,0.8557,EQUIVALENCE
5.8-3,5.2.1-2,0.8557,EQUIVALENCE
5.3-14,5.2.1-4,0.8557,EQUIVALENCE
5.7-1,5.1.2-1.1,0.8557,EQUIVALENCE
5.5-2,5.2.1-4.2,0.8556,EQUIVALENCE
5.6-5,5.2.5-4.1,0.8556,EQUIVALENCE
5.1-3,5.1.1-2.2,0.8556,EQUIVALENCE
5.6-9,5.1.4-4,0.8556,EQUIVALENCE
5.3-8,5.1.2-5,0.8556,EQUIVALENCE
5.3-6A,5.2.3-4,0.8556,EQUIVALENCE
5.1-1,5.3.1-2.1,0.8556,EQUIVALENCE
5.3-4B,5.2.2-6,0.8555,EQUIVALENCE
5.2-1,5.2.2-2,0.8555,EQUIVALENCE
5.3-10,5.4.1-2,0.8555,EQUIVALENCE
5.1-2,5.1.1-2,0.8554,EQUIVALENCE
5.8-3,5.1.3-4,0.8554,EQUIVALENCE
5.4-2,5.2.1-4.1,0.8554,EQUIVALENCE
5.5-4,5.2.4-3,0.8554,EQUIVALENCE
5.6-9,5.1.2-7,0.8554,EQUIVALENCE
5.3-6B,5.1.1-2.2,0.8553,EQUIVALENCE
5.1-3,5.1.4-3,0.8553,EQUIVALENCE
5.1-1,5.1.4-2,0.8553,EQUIVALENCE
5.1-3,5.4.2-2,0.8553,EQUIVALENCE
5.11-1,5.5.1-2,0.8553,EQUIVALENCE
5.8-1,5.2.4-1,0.8553,EQUIVALENCE
5.5-2,5.2.3-4,0.8553,EQUIVALENCE
5.6-5,5.2.2-6,0.8553,EQUIVALENCE
5.5-5,5.2.4-1.2,0.8552,EQUIVALENCE
5.11-2,5.3.1-2.2,0.8552,EQUIVALENCE
5.3-15A,5.2.1-4.2,0.8552,EQUIVALENCE
5.6-6,5.1.2-1.1,0.8552,EQUIVALENCE
5.3-14,5.3.1-2.2,0.8552,EQUIVALENCE
5.7-1,5.1.1-2.2,0.8552,EQUIVALENCE
5.4-4,5.1.3-1.3,0.8552,EQUIVALENCE
5.9-2,5.2.2-3,0.8552,EQUIVALENCE
5.9-2,5.2.5-4,0.8552,EQUIVALENCE
5.3-5,5.1.3-2,0.8552,EQUIVALENCE
5.3-9,5.2.5-1,0.8551,EQUIVALENCE
5.3-13,5.1.2-4,0.8551,EQUIVALENCE
5.12-2,5.2.5-1,0.8551,EQUIVALENCE
5.6-4A,5.5.1-2,0.8551,EQUIVALENCE
5.7-2,5.1.3-3,0.8551,EQUIVALENCE
5.3-13,5.1.3-1.3,0.8551,EQUIVALENCE
5.5-1,5.1.3-1,0.8551,EQUIVALENCE
5.11-4,5.1.3-3,0.855,EQUIVALENCE
5.13-1B,5.3.1-2.1,0.855,EQUIVALENCE
5.5-5,5.1.2-1,0.855,EQUIVALENCE
5.6-9,5.1.4-5,0.855,EQUIVALENCE
5.13-1B,5.4.2-2,0.855,EQUIVALENCE
5.6-5,5.2.5-3,0.855,EQUIVALENCE
5.13-1A,5.1.3-2,0.855,EQUIVALENCE
5.7-1,5.1.3-1.1,0.855,EQUIVALENCE
5.5-6,5.1.2-6,0.8549,EQUIVALENCE
5.3-6A,5.3.1-1,0.8549,EQUIVALENCE
5.6-1,5.2.5-2,0.8548,EQUIVALENCE
5.12-2,5.2.3-4,0.8548,EQUIVALENCE
5.3-1,5.2.3-2,0.8548,EQUIVALENCE
5.11-2,5.2.5-4,0.8548,EQUIVALENCE
5.11-1,5.2.3-2.2,0.8548,EQUIVALENCE
5.12-2,5.4.1-1.1,0.8547,EQUIVALENCE
5.6-2,5.1.2-1,0.8547,EQUIVALENCE
5.11-3,5.4.2-4,0.8547,EQUIVALENCE
5.10-1,5.2.4-1.1,0.8547,EQUIVALENCE
5.12-3,5.3.1-2.2,0.8547,EQUIVALENCE
5.6-6,5.1.4-5,0.8547,EQUIVALENCE
5.5-8,5.1.2-4,0.8547,EQUIVALENCE
5.3-14,5.2.5-2,0.8547,EQUIVALENCE
5.6-8,5.2.4-3,0.8547,EQUIVALENCE
5.3-13,5.1.4-4,0.8547,EQUIVALENCE
5.2-1,5.1.2-4,0.8547,EQUIVALENCE
5.3-10,5.2.5-3,0.8547,EQUIVALENCE
5.11-2,5.2.2-1,0.8546,EQUIVALENCE
5.7-1,5.1.2-5,0.8546,EQUIVALENCE
5.6-5,5.2.2-3,0.8546,EQUIVALENCE
5.7-2,5.1.2-5,0.8546,EQUIVALENCE
5.6-1,5.1.4-4,0.8546,EQUIVALENCE
5.9-3,5.3.1-2,0.8546,EQUIVALENCE
5.3-6A,5.2.3-2.1,0.8546,EQUIVALENCE
5.2-2,5.4.2-4,0.8545,EQUIVALENCE
5.4-3,5.2.4-1.2,0.8545,EQUIVALENCE
5.1-3,5.1.4-2,0.8545,EQUIVALENCE
5.5-4,5.1.2-1.1,0.8545,EQUIVALENCE
5.11-4,5.2.2-6,0.8545,EQUIVALENCE
5.3-3,5.2.5-1,0.8544,EQUIVALENCE
5.3-16,5.2.2-3,0.8544,EQUIVALENCE
5.10-1,5.4.1-2,0.8544,EQUIVALENCE
5.1-1,5.3.1-2,0.8544,EQUIVALENCE
5.6-2,5.1.4-4,0.8543,EQUIVALENCE
5.6-1,5.2.3-2.1,0.8543,EQUIVALENCE
5.4-4,5.2.3-4,0.8543,EQUIVALENCE
5.11-3,5.2.1-2,0.8543,EQUIVALENCE
5.4-4,5.1.1-1,0.8543,EQUIVALENCE
5.5-7,5.1.1-2.1,0.8543,EQUIVALENCE
5.10-1,5.1.4-1,0.8543,EQUIVALENCE
5.3-6B,5.2.3-2.1,0.8542,EQUIVALENCE
5.10-1,5.1.4-3,0.8542,EQUIVALENCE
5.3-6A,5.2.3-2,0.8542,EQUIVALENCE
5.11-2,5.2.5-2,0.8542,EQUIVALENCE
5.7-1,5.4.1-2,0.8542,EQUIVALENCE
5.3-3,5.1.4-2,0.8542,EQUIVALENCE
5.3-15B,5.1.3-1.2,0.8542,EQUIVALENCE
5.3-7,5.1.4-5,0.8541,EQUIVALENCE
5.5-7,5.2.4-1.1,0.8541,EQUIVALENCE
5.9-2,5.3.1-2,0.8541,EQUIVALENCE
5.3-6B,5.4.2-2,0.8541,EQUIVALENCE
5.2-2,5.1.3-1,0.8541,EQUIVALENCE
5.6-2,5.4.2-4,0.8541,EQUIVALENCE
5.3-6A,5.4.2-4,0.8541,EQUIVALENCE
5.11-2,5.2.5-3,0.8541,EQUIVALENCE
5.11-2,5.1.4-1,0.8541,EQUIVALENCE
5.2-3,5.2.1-1,0.8541,EQUIVALENCE
5.5-8,5.2.3-1,0.854,EQUIVALENCE
5.6-5,5.4.2-4,0.854,EQUIVALENCE
5.8-3,5.2.3-2,0.854,EQUIVALENCE
5.1-1,5.2.4-1.1,0.854,EQUIVALENCE
5.12-1,5.1.1-2,0.854,EQUIVALENCE
5.4-2,5.3.1-2,0.854,EQUIVALENCE
5.5-8,5.1.3-3,0.854,EQUIVALENCE
5.5-7,5.1.3-1.2,0.854,EQUIVALENCE
5.3-6B,5.2.4-1.2,0.8539,EQUIVALENCE
5.13-1A,5.3.1-2.1,0.8539,EQUIVALENCE
5.12-1,5.2.1-4,0.8539,EQUIVALENCE
5.9-2,5.4.1-2,0.8539,EQUIVALENCE
5.4-4,5.1.2-7,0.8538,EQUIVALENCE
5.6-7,5.2.2-3,0.8538,EQUIVALENCE
5.0-1,5.4.2-3,0.8538,EQUIVALENCE
5.3-2,5.2.2-3,0.8537,EQUIVALENCE
5.3-5,5.1.4-2,0.8537,EQUIVALENCE
5.5-5,5.1.4-3,0.8536,EQUIVALENCE
5.4-4,5.2.4-2,0.8536,EQUIVALENCE
5.5-7,5.1.2-3,0.8536,EQUIVALENCE
5.0-1,5.1.1-1,0.8536,EQUIVALENCE
5.7-1,5.1.4-3,0.8536,EQUIVALENCE
5.6-2,5.1.1-2,0.8536,EQUIVALENCE
5.3-9,5.1.4-1,0.8536,EQUIVALENCE
5.5-2,5.1.2-5.1,0.8535,EQUIVALENCE
5.9-1,5.1.2-6,0.8535,EQUIVALENCE
5.1-3,5.2.5-2.1,0.8535,EQUIVALENCE
5.11-3,5.3.1-2.1,0.8535,EQUIVALENCE
5.13-1B,5.1.4-3,0.8535,EQUIVALENCE
5.3-6B,5.1.3-3,0.8535,EQUIVALENCE
5.1-5,5.2.5-2,0.8535,EQUIVALENCE
5.1-4,5.1.2-4,0.8535,EQUIVALENCE
5.3-10,5.1.3-1.2,0.8534,EQUIVALENCE
5.2-2,5.1.4-2,0.8534,EQUIVALENCE
5.6-5,5.1.1-2.2,0.8534,EQUIVALENCE
5.8-3,5.2.2-2,0.8534,EQUIVALENCE
5.6-3,5.4.1-2,0.8534,EQUIVALENCE
5.3-10,5.4.2-2,0.8534,EQUIVALENCE
5.8-1,5.1.3-3,0.8534,EQUIVALENCE
5.5-5,5.2.4-2,0.8534,EQUIVALENCE
5.4-4,5.2.4-2.1,0.8534,EQUIVALENCE
5.3-6B,5.4.1-3,0.8534,EQUIVALENCE
5.1-1,5.5.1-2,0.8533,EQUIVALENCE
5.8-3,5.2.1-3,0.8533,EQUIVALENCE
5.12-1,5.1.3-1,0.8533,EQUIVALENCE
5.6-7,5.2.5-3,0.8533,EQUIVALENCE
5.3-3,5.1.3-1.2,0.8533,EQUIVALENCE
5.5-1,5.4.1-1.1,0.8533,EQUIVALENCE
5.11-2,5.2.1-4,0.8532,EQUIVALENCE
5.9-1,5.4.2-3,0.8532,EQUIVALENCE
5.1-1,5.2.4-2.1,0.8532,EQUIVALENCE
5.1-5,5.2.3-2.1,0.8532,EQUIVALENCE
5.1-3,5.1.2-1.1,0.8531,EQUIVALENCE
5.12-3,5.4.1-3,0.8531,EQUIVALENCE
5.8-1,5.1.4-1,0.8531,EQUIVALENCE
5.3-12,5.3.1-2.1,0.8531,EQUIVALENCE
5.2-3,5.1.3-1.1,0.853,EQUIVALENCE
5.8-2,5.4.2-2,0.853,EQUIVALENCE
5.0-1,5.1.3-1.2,0.853,EQUIVALENCE
5.3-7,5.3.1-2,0.853,EQUIVALENCE
5.3-6B,5.1.4-1,0.853,EQUIVALENCE
5.13-1A,5.1.4-3,0.853,EQUIVALENCE
5.3-8,5.5.1-2,0.8529,EQUIVALENCE
5.3-9,5.4.1-3,0.8529,EQUIVALENCE
5.6-4B,5.2.5-4,0.8529,EQUIVALENCE
5.3-5,5.2.1-1,0.8529,EQUIVALENCE
5.6-2,5.2.4-1.2,0.8529,EQUIVALENCE
5.5-5,5.1.1-2.2,0.8529,EQUIVALENCE
5.2-2,5.3.1-2.1,0.8529,EQUIVALENCE
5.12-3,5.2.2-1,0.8529,EQUIVALENCE
5.5-7,5.3.1-2,0.8528,EQUIVALENCE
5.11-1,5.1.4-3,0.8528,EQUIVALENCE
5.3-2,5.2.5-2,0.8528,EQUIVALENCE
5.11-2,5.4.2-4,0.8528,EQUIVALENCE
5.3-10,5.2.4-1.2,0.8528,EQUIVALENCE
5.3-15B,5.1.4-5,0.8528,EQUIVALENCE
5.6-8,5.1.3-1.2,0.8527,EQUIVALENCE
5.7-1,5.2.5-4,0.8527,EQUIVALENCE
5.1-2,5.2.5-2,0.8527,EQUIVALENCE
5.13-1A,5.4.2-2,0.8527,EQUIVALENCE
5.8-1,5.1.2-2,0.8527,EQUIVALENCE
5.3-8,5.2.5-3,0.8527,EQUIVALENCE
5.9-2,5.1.3-1.2,0.8526,EQUIVALENCE
5.3-8,5.4.1-3,0.8526,EQUIVALENCE
5.2-3,5.2.1-4.1,0.8526,EQUIVALENCE
5.2-3,5.1.3-3,0.8526,EQUIVALENCE
5.13-1A,5.2.5-2,0.8526,EQUIVALENCE
5.3-2,5.2.3-2.1,0.8526,EQUIVALENCE
5.1-3,5.2.1-4,0.8526,EQUIVALENCE
5.3-15A,5.1.3-4,0.8526,EQUIVALENCE
5.3-14,5.1.1-2.1,0.8526,EQUIVALENCE
5.8-2,5.2.5-4,0.8525,EQUIVALENCE
5.13-1B,5.2.5-2,0.8525,EQUIVALENCE
5.3-5,5.1.3-1.2,0.8525,EQUIVALENCE
5.9-2,5.2.3-2,0.8525,EQUIVALENCE
5.3-10,5.3.1-3,0.8525,EQUIVALENCE
5.1-5,5.1.3-1.3,0.8525,EQUIVALENCE
5.2-2,5.2.5-3,0.8524,EQUIVALENCE
5.9-2,5.2.5-3,0.8524,EQUIVALENCE
5.1-2A,5.2.5-4,0.8524,EQUIVALENCE
5.3-1,5.2.1-3,0.8524,EQUIVALENCE
5.12-2,5.2.5-4.1,0.8524,EQUIVALENCE
5.11-3,5.1.3-4,0.8524,EQUIVALENCE
5.10-1,5.2.5-1,0.8524,EQUIVALENCE
5.3-13,5.5.1-1,0.8524,EQUIVALENCE
5.3-6A,5.1.4-1,0.8524,EQUIVALENCE
5.5-1,5.4.2-3,0.8524,EQUIVALENCE
5.1-2,5.1.2-7,0.8524,EQUIVALENCE
5.10-1,5.3.1-2,0.8523,EQUIVALENCE
5.5-7,5.1.2-4,0.8523,EQUIVALENCE
5.0-1,5.1.1-2.2,0.8523,EQUIVALENCE
5.11-3,5.2.1-4,0.8522,EQUIVALENCE
5.1-2,5.4.2-4,0.8522,EQUIVALENCE
5.6-4A,5.2.5-4.1,0.8522,EQUIVALENCE
5.7-1,5.1.3-1.2,0.8522,EQUIVALENCE
5.7-2,5.1.3-1.3,0.8522,EQUIVALENCE
5.4-3,5.1.2-1.1,0.8522,EQUIVALENCE
5.3-5,5.2.4-1.2,0.8522,EQUIVALENCE
5.8-1,5.2.2-6,0.8522,EQUIVALENCE
5.7-2,5.2.5-3,0.8521,EQUIVALENCE
5.9-1,5.1.4-1,0.8521,EQUIVALENCE
5.11-1,5.1.4-5,0.8521,EQUIVALENCE
5.3-12,5.2.5-3,0.8521,EQUIVALENCE
5.7-1,5.1.4-2,0.8521,EQUIVALENCE
5.2-3,5.2.2-2,0.8521,EQUIVALENCE
5.3-15A,5.4.1-2,0.8521,EQUIVALENCE
5.5-1,5.1.1-2.1,0.8521,EQUIVALENCE
5.3-10,5.5.1-2,0.852,EQUIVALENCE
5.10-1,5.2.1-4,0.852,EQUIVALENCE
5.11-4,5.1.2-1,0.852,EQUIVALENCE
5.5-1,5.1.3-3,0.852,EQUIVALENCE
5.3-9,5.2.1-3.1,0.852,EQUIVALENCE
5.11-3,5.1.2-3,0.852,EQUIVALENCE
5.3-7,5.1.3-4,0.852,EQUIVALENCE
5.6-5,5.3.1-3,0.8519,EQUIVALENCE
5.6-2,5.2.1-4,0.8519,EQUIVALENCE
5.3-4B,5.1.3-1.3,0.8519,EQUIVALENCE
5.3-1,5.1.2-2,0.8518,EQUIVALENCE
5.6-4A,5.1.1-2.2,0.8518,EQUIVALENCE
5.2-2,5.1.2-5.1,0.8518,EQUIVALENCE
5.1-2,5.1.4-4,0.8518,EQUIVALENCE
5.3-10,5.1.3-2,0.8518,EQUIVALENCE
5.3-15B,5.4.1-2,0.8517,EQUIVALENCE
5.3-8,5.1.3-3,0.8517,EQUIVALENCE
5.2-2,5.1.1-1,0.8517,EQUIVALENCE
5.8-1,5.4.2-2,0.8517,EQUIVALENCE
5.5-8,5.2.2-2,0.8517,EQUIVALENCE
5.4-2,5.1.3-2,0.8517,EQUIVALENCE
5.3-13,5.1.3-1.1,0.8516,EQUIVALENCE
5.9-2,5.2.1-3.1,0.8516,EQUIVALENCE
5.3-1,5.1.4-4,0.8516,EQUIVALENCE
5.8-2,5.2.3-2,0.8516,EQUIVALENCE
5.1-1,5.2.1-2,0.8515,EQUIVALENCE
5.6-3,5.1.2-1,0.8515,EQUIVALENCE
5.1-5,5.1.2-1.1,0.8515,EQUIVALENCE
5.3-13,5.5.1-2,0.8515,EQUIVALENCE
5.12-3,5.1.4-1,0.8515,EQUIVALENCE
5.3-9,5.2.2-3,0.8515,EQUIVALENCE
5.7-2,5.2.5-4.1,0.8515,EQUIVALENCE
5.12-3,5.1.3-1.3,0.8514,EQUIVALENCE
5.6-3,5.4.2-2,0.8514,EQUIVALENCE
5.9-1,5.2.1-2,0.8514,EQUIVALENCE
5.1-2,5.1.3-1.3,0.8514,EQUIVALENCE
5.6-3,5.1.4-4,0.8514,EQUIVALENCE
5.3-6A,5.2.4-1.1,0.8514,EQUIVALENCE
5.4-4,5.2.1-3,0.8514,EQUIVALENCE
5.3-8,5.2.3-4,0.8514,EQUIVALENCE
5.5-5,5.2.4-2.1,0.8513,EQUIVALENCE
5.11-3,5.2.5-4.1,0.8513,EQUIVALENCE
5.11-1,5.2.1-4,0.8513,EQUIVALENCE
5.3-16,5.2.3-4,0.8513,EQUIVALENCE
5.10-1,5.5.1-2,0.8513,EQUIVALENCE
5.11-4,5.1.3-1.1,0.8513,EQUIVALENCE
