src_id,tgt_id,bert_score,predicted_rel
5.12-3,5.2.5-2.1,0.8152,OVERLAP
5.3-13,5.2.5-2,0.8152,OVERLAP
5.11-1,5.2.1-1,0.8151,OVERLAP
5.12-1,5.4.1-2,0.8151,OVERLAP
5.5-7,5.3.1-1,0.8151,OVERLAP
5.3-1,5.1.4-4,0.815,OVERLAP
5.6-3,5.1.4-1,0.815,OVERLAP
5.13-1A,5.2.5-2,0.815,OVERLAP
5.3-11,5.1.2-1.1,0.8149,OVERLAP
5.9-2,5.2.2-2,0.8149,OVERLAP
5.4-4,5.2.5-2,0.8149,OVERLAP
5.3-6B,5.1.1-2,0.8149,OVERLAP
5.3-9,5.2.5-4.1,0.8148,OVERLAP
5.12-3,5.1.1-2.2,0.8148,OVERLAP
5.6-7,5.4.2-1,0.8147,OVERLAP
5.9-3,5.1.2-6,0.8147,OVERLAP
5.3-3,5.1.3-1,0.8147,OVERLAP
5.6-9,5.2.4-2,0.8146,OVERLAP
5.2-1,5.2.2-3,0.8146,OVERLAP
5.3-6B,5.4.2-1,0.8146,OVERLAP
5.11-2,5.4.2-3,0.8146,OVERLAP
5.3-6B,5.1.2-5,0.8145,OVERLAP
5.1-2,5.2.5-1,0.8145,OVERLAP
5.13-1B,5.2.5-4,0.8144,OVERLAP
5.9-3,5.1.2-2,0.8144,OVERLAP
5.3-3,5.1.4-1,0.8144,OVERLAP
5.3-16,5.2.3-2,0.8144,OVERLAP
5.13-1B,5.2.1-4,0.8144,OVERLAP
5.12-3,5.1.1-2,0.8144,OVERLAP
5.13-1B,5.2.4-1,0.8143,OVERLAP
5.4-3,5.4.2-3,0.8143,OVERLAP
5.8-1,5.1.2-1,0.8143,OVERLAP
5.1-2A,5.1.3-1.2,0.8142,OVERLAP
5.1-2,5.4.1-1,0.8141,OVERLAP
5.3-3,5.4.1-1.1,0.8141,OVERLAP
5.3-14,5.1.3-1.2,0.8141,OVERLAP
5.1-2,5.1.2-1.1,0.8141,OVERLAP
5.7-1,5.1.2-2,0.8141,OVERLAP
5.3-10,5.2.1-4,0.8141,OVERLAP
5.5-1,5.1.2-5.1,0.8141,OVERLAP
5.6-5,5.2.4-1,0.8141,OVERLAP
5.5-5,5.4.2-3,0.814,OVERLAP
5.3-12,5.1.3-1,0.814,OVERLAP
5.4-3,5.1.3-1,0.8139,OVERLAP
5.12-3,5.4.1-1.1,0.8139,OVERLAP
5.2-2,5.2.2-1,0.8138,OVERLAP
5.12-2,5.1.1-1,0.8138,OVERLAP
5.3-1,5.4.2-4,0.8138,OVERLAP
5.1-2,5.2.5-4,0.8138,OVERLAP
5.9-2,5.3.1-1,0.8137,OVERLAP
5.1-3,5.2.4-2.1,0.8137,OVERLAP
5.5-5,5.2.5-1,0.8137,OVERLAP
5.7-1,5.1.2-5,0.8136,OVERLAP
5.6-1,5.2.5-1,0.8136,OVERLAP
5.6-4A,5.2.4-2.1,0.8136,OVERLAP
5.5-5,5.4.2-1,0.8136,OVERLAP
5.1-2,5.1.3-3,0.8136,OVERLAP
5.6-2,5.1.3-4,0.8135,OVERLAP
5.6-3,5.2.4-3,0.8135,OVERLAP
5.6-5,5.2.5-4.1,0.8135,OVERLAP
5.7-2,5.5.1-2,0.8135,OVERLAP
5.9-3,5.2.5-4.1,0.8134,OVERLAP
5.4-3,5.2.4-3,0.8134,OVERLAP
5.1-5,5.3.1-2,0.8134,OVERLAP
5.5-1,5.4.1-1,0.8134,OVERLAP
5.5-5,5.3.1-2.1,0.8134,OVERLAP
5.12-1,5.1.3-1,0.8134,OVERLAP
5.12-1,5.1.4-3,0.8134,OVERLAP
5.2-2,5.1.4-4,0.8133,OVERLAP
5.3-2,5.3.1-2.1,0.8133,OVERLAP
5.6-3,5.1.3-4,0.8133,OVERLAP
5.3-3,5.1.4-2,0.8133,OVERLAP
5.11-2,5.2.3-2.2,0.8132,OVERLAP
5.8-3,5.4.2-2,0.8132,OVERLAP
5.3-6A,5.1.2-6,0.8132,OVERLAP
5.7-2,5.1.3-3,0.8132,OVERLAP
5.1-4,5.3.1-3,0.8131,OVERLAP
5.4-2,5.2.2-3,0.813,OVERLAP
5.3-16,5.1.2-3,0.813,OVERLAP
5.3-8,5.2.4-1,0.813,OVERLAP
5.4-2,5.1.3-2,0.813,OVERLAP
5.3-11,5.5.1-1,0.8129,OVERLAP
5.12-2,5.2.3-4,0.8129,OVERLAP
5.1-5,5.1.3-2,0.8129,OVERLAP
5.13-1A,5.2.5-1,0.8128,OVERLAP
5.4-4,5.2.5-2.1,0.8128,OVERLAP
5.3-14,5.2.2-1,0.8128,OVERLAP
5.12-2,5.1.2-5.1,0.8128,OVERLAP
5.2-2,5.2.5-3,0.8127,OVERLAP
5.3-6B,5.3.1-2.1,0.8127,OVERLAP
5.12-3,5.2.5-3,0.8126,OVERLAP
5.6-9,5.2.3-3,0.8126,OVERLAP
5.1-2,5.4.2-4,0.8126,OVERLAP
5.5-4,5.1.4-4,0.8126,OVERLAP
5.6-4A,5.1.3-1,0.8126,OVERLAP
5.13-1A,5.2.5-4,0.8126,OVERLAP
5.5-8,5.1.3-4,0.8126,OVERLAP
5.10-1,5.1.2-5,0.8125,OVERLAP
5.3-10,5.2.3-2.1,0.8125,OVERLAP
5.5-2,5.2.1-1,0.8124,OVERLAP
5.6-9,5.2.5-3,0.8124,OVERLAP
5.3-8,5.2.3-4,0.8124,OVERLAP
5.3-6B,5.2.4-1.1,0.8124,OVERLAP
5.1-3,5.2.4-1.1,0.8124,OVERLAP
5.4-4,5.2.4-2,0.8123,OVERLAP
5.1-1,5.2.1-4.1,0.8123,OVERLAP
5.2-2,5.2.5-2.1,0.8123,OVERLAP
5.12-3,5.2.2-1,0.8122,OVERLAP
5.6-4A,5.4.1-2,0.8122,OVERLAP
5.3-6B,5.1.2-3,0.8122,OVERLAP
5.13-1B,5.1.3-4,0.8122,OVERLAP
5.2-1,5.2.2-6,0.8122,OVERLAP
5.10-1,5.2.1-1,0.8122,OVERLAP
5.5-5,5.2.5-4,0.8122,OVERLAP
5.3-13,5.2.5-4,0.8121,OVERLAP
5.4-2,5.1.3-3,0.8121,OVERLAP
5.2-1,5.1.4-3,0.8121,OVERLAP
5.1-2,5.2.4-2,0.8121,OVERLAP
5.4-3,5.4.2-4,0.8121,OVERLAP
5.8-3,5.3.1-2.2,0.8121,OVERLAP
5.3-15B,5.4.1-1.1,0.8121,OVERLAP
5.1-3,5.1.2-1.1,0.812,OVERLAP
5.7-1,5.4.2-1,0.812,OVERLAP
5.1-3,5.4.1-1,0.812,OVERLAP
5.13-1A,5.3.1-3,0.812,OVERLAP
5.2-3,5.2.5-3,0.812,OVERLAP
5.3-6B,5.1.2-7,0.812,OVERLAP
5.3-11,5.2.1-4,0.812,OVERLAP
5.3-8,5.2.3-2.1,0.8119,OVERLAP
5.2-1,5.2.1-4,0.8119,OVERLAP
5.5-5,5.2.4-3,0.8119,OVERLAP
5.8-1,5.4.1-1.1,0.8119,OVERLAP
5.6-5,5.1.2-3,0.8118,OVERLAP
5.1-4,5.2.3-2,0.8118,OVERLAP
5.9-2,5.2.2-3,0.8118,OVERLAP
5.13-1A,5.2.5-4.1,0.8118,OVERLAP
5.1-4,5.3.1-2,0.8117,OVERLAP
5.6-3,5.2.2-3,0.8117,OVERLAP
5.0-1,5.2.3-1,0.8117,OVERLAP
5.3-12,5.2.2-3,0.8117,OVERLAP
5.3-12,5.1.3-4,0.8116,OVERLAP
5.9-3,5.3.1-2,0.8116,OVERLAP
5.3-15A,5.4.2-3,0.8116,OVERLAP
5.2-2,5.1.2-7,0.8116,OVERLAP
5.3-6B,5.2.3-4,0.8116,OVERLAP
5.12-1,5.2.5-2,0.8115,OVERLAP
5.3-3,5.4.1-2,0.8115,OVERLAP
5.6-7,5.1.2-6,0.8115,OVERLAP
5.7-1,5.4.1-1.1,0.8115,OVERLAP
5.3-9,5.2.4-1,0.8114,OVERLAP
5.4-2,5.1.2-1.1,0.8114,OVERLAP
5.2-2,5.2.2-5,0.8114,OVERLAP
5.8-2,5.2.1-1,0.8114,OVERLAP
5.3-10,5.4.2-4,0.8114,OVERLAP
5.13-1B,5.4.1-1.1,0.8113,OVERLAP
5.3-2,5.1.2-4,0.8113,OVERLAP
5.4-3,5.4.1-1.1,0.8112,OVERLAP
5.0-1,5.1.3-1.2,0.8112,OVERLAP
5.3-10,5.1.2-1.1,0.8112,OVERLAP
5.2-1,5.4.2-4,0.8111,OVERLAP
5.8-1,5.4.2-3,0.811,OVERLAP
5.6-8,5.4.2-3,0.811,OVERLAP
5.13-1B,5.4.1-1,0.811,OVERLAP
5.11-1,5.1.3-2,0.8109,OVERLAP
5.3-9,5.2.5-2.1,0.8109,OVERLAP
5.6-9,5.2.4-1.1,0.8109,OVERLAP
5.1-3,5.2.5-2.1,0.8108,OVERLAP
5.3-14,5.2.3-3,0.8108,OVERLAP
5.4-3,5.2.5-4,0.8108,OVERLAP
5.3-9,5.3.1-2,0.8107,OVERLAP
5.6-4A,5.1.3-3,0.8107,OVERLAP
5.6-9,5.1.4-3,0.8107,OVERLAP
5.11-2,5.2.1-2,0.8107,OVERLAP
5.8-2,5.1.1-2.2,0.8107,OVERLAP
5.6-1,5.4.1-2,0.8107,OVERLAP
5.8-2,5.2.4-1,0.8106,OVERLAP
5.8-2,5.4.2-3,0.8106,OVERLAP
5.3-8,5.1.4-5,0.8106,OVERLAP
5.11-4,5.1.3-2,0.8106,OVERLAP
5.1-3,5.4.1-1.1,0.8106,OVERLAP
5.3-16,5.2.1-2,0.8105,OVERLAP
5.1-2A,5.2.1-4.1,0.8105,OVERLAP
5.3-6B,5.2.5-2.1,0.8104,OVERLAP
5.1-2,5.1.2-3,0.8104,OVERLAP
5.3-4B,5.1.3-3,0.8104,OVERLAP
5.8-1,5.2.4-2.1,0.8104,OVERLAP
5.4-4,5.1.4-3,0.8104,OVERLAP
5.3-10,5.4.1-1.1,0.8104,OVERLAP
5.5-4,5.5.1-1,0.8104,OVERLAP
5.4-4,5.2.5-4,0.8104,OVERLAP
5.8-2,5.1.4-5,0.8104,OVERLAP
5.5-2,5.1.1-1,0.8103,OVERLAP
5.10-1,5.1.4-3,0.8103,OVERLAP
5.6-5,5.3.1-3,0.8103,OVERLAP
5.5-5,5.2.1-1,0.8103,OVERLAP
5.1-4,5.2.4-1.2,0.8103,OVERLAP
5.5-5,5.2.4-1,0.8103,OVERLAP
5.4-4,5.1.1-2,0.8103,OVERLAP
5.7-2,5.1.4-3,0.8102,OVERLAP
5.8-3,5.1.1-2.1,0.8102,OVERLAP
5.5-7,5.1.3-4,0.8102,OVERLAP
5.9-1,5.2.5-4.1,0.8102,OVERLAP
5.2-2,5.1.4-5,0.8101,OVERLAP
5.12-3,5.2.1-4.2,0.8101,OVERLAP
5.3-16,5.2.2-2,0.8101,OVERLAP
5.0-1,5.4.1-3,0.8101,OVERLAP
5.6-1,5.5.1-2,0.81,OVERLAP
5.11-1,5.2.2-3,0.81,OVERLAP
5.9-3,5.2.1-1,0.81,OVERLAP
5.3-8,5.2.5-2.1,0.81,OVERLAP
5.3-13,5.1.2-7,0.81,OVERLAP
5.10-1,5.2.4-1.2,0.81,OVERLAP
5.11-1,5.4.1-1.1,0.81,OVERLAP
5.1-3,5.4.2-3,0.8099,OVERLAP
5.9-2,5.1.3-1.1,0.8098,OVERLAP
5.7-2,5.2.1-4.2,0.8097,OVERLAP
5.6-4A,5.1.4-1,0.8097,OVERLAP
5.6-1,5.1.3-1,0.8097,OVERLAP
5.3-6B,5.2.4-1.2,0.8097,OVERLAP
5.3-12,5.1.2-5,0.8096,OVERLAP
5.11-2,5.5.1-1,0.8096,OVERLAP
5.6-5,5.1.3-1.3,0.8096,OVERLAP
5.7-2,5.2.3-4,0.8096,OVERLAP
5.3-12,5.2.5-2,0.8095,OVERLAP
5.3-16,5.3.1-3,0.8094,OVERLAP
5.3-9,5.2.2-2,0.8094,OVERLAP
5.10-1,5.2.3-2.1,0.8093,OVERLAP
5.4-4,5.2.2-4,0.8093,OVERLAP
5.11-2,5.2.4-2.1,0.8093,OVERLAP
5.3-3,5.1.2-3,0.8092,OVERLAP
5.3-10,5.1.1-2.1,0.8092,OVERLAP
5.6-4B,5.1.4-4,0.8092,OVERLAP
5.1-1,5.2.1-4,0.8091,OVERLAP
5.12-3,5.2.3-2.1,0.8091,OVERLAP
5.6-9,5.2.3-2.1,0.8091,OVERLAP
5.3-10,5.1.4-3,0.809,OVERLAP
5.1-4,5.1.2-4,0.809,OVERLAP
5.3-1,5.3.1-2.2,0.809,OVERLAP
5.11-1,5.2.1-2,0.809,OVERLAP
5.12-3,5.3.1-2.1,0.809,OVERLAP
5.13-1A,5.2.1-1,0.809,OVERLAP
5.5-8,5.2.4-1.2,0.809,OVERLAP
5.0-1,5.1.2-5.1,0.8089,OVERLAP
5.6-3,5.1.2-1.1,0.8089,OVERLAP
5.3-10,5.2.3-2.2,0.8088,OVERLAP
5.3-11,5.2.4-3,0.8088,OVERLAP
5.6-9,5.1.4-5,0.8088,OVERLAP
5.11-2,5.2.1-4.1,0.8087,OVERLAP
5.12-3,5.2.3-1,0.8087,OVERLAP
5.6-8,5.2.2-3,0.8087,OVERLAP
5.5-1,5.1.4-2,0.8086,OVERLAP
5.6-4A,5.1.2-7,0.8086,OVERLAP
5.2-1,5.5.1-1,0.8086,OVERLAP
5.12-3,5.4.2-1,0.8086,OVERLAP
5.6-7,5.4.1-1.1,0.8085,OVERLAP
5.4-2,5.4.2-1,0.8085,OVERLAP
5.3-10,5.1.1-2,0.8085,OVERLAP
5.3-1,5.2.3-2.2,0.8085,OVERLAP
5.3-10,5.2.1-4.1,0.8085,OVERLAP
5.5-2,5.2.4-3,0.8084,OVERLAP
5.3-12,5.2.5-1,0.8084,OVERLAP
5.5-8,5.4.1-1.1,0.8084,OVERLAP
5.3-6B,5.1.4-5,0.8084,OVERLAP
5.5-2,5.2.1-3,0.8084,OVERLAP
5.5-6,5.1.3-3,0.8084,OVERLAP
5.3-4B,5.1.4-4,0.8083,OVERLAP
5.9-2,5.1.3-4,0.8083,OVERLAP
5.6-6,5.1.4-4,0.8083,OVERLAP
5.1-2A,5.2.2-2,0.8082,OVERLAP
5.2-1,5.2.4-3,0.8082,OVERLAP
5.6-7,5.3.1-2.1,0.8081,OVERLAP
5.9-3,5.1.2-5,0.8081,OVERLAP
5.3-9,5.2.2-3,0.8081,OVERLAP
5.3-6B,5.3.1-2.2,0.8081,OVERLAP
5.6-8,5.2.5-4.1,0.808,OVERLAP
5.4-4,5.2.2-5,0.808,OVERLAP
5.11-2,5.1.3-2,0.808,OVERLAP
5.9-3,5.2.2-3,0.8079,OVERLAP
5.3-10,5.1.2-5,0.8079,OVERLAP
5.1-3,5.3.1-2.2,0.8078,OVERLAP
5.3-8,5.2.1-4.2,0.8078,OVERLAP
5.2-3,5.4.1-2,0.8077,OVERLAP
5.6-9,5.3.1-2.1,0.8077,OVERLAP
5.6-2,5.2.3-2.1,0.8077,OVERLAP
5.12-1,5.4.2-1,0.8076,OVERLAP
5.5-5,5.4.2-2,0.8076,OVERLAP
5.3-2,5.4.1-1.1,0.8076,OVERLAP
5.8-1,5.2.5-3,0.8076,OVERLAP
5.12-1,5.2.5-4,0.8076,OVERLAP
5.4-2,5.2.4-2,0.8076,OVERLAP
5.4-3,5.3.1-2,0.8076,OVERLAP
5.3-11,5.2.3-2,0.8076,OVERLAP
5.3-8,5.2.4-1.2,0.8075,OVERLAP
5.7-2,5.4.1-1.1,0.8075,OVERLAP
5.3-16,5.1.3-2,0.8075,OVERLAP
5.6-3,5.2.4-2,0.8075,OVERLAP
5.11-2,5.3.1-2,0.8074,OVERLAP
5.7-2,5.4.1-2,0.8074,OVERLAP
5.12-2,5.2.5-2,0.8074,OVERLAP
5.5-1,5.2.5-3,0.8074,OVERLAP
5.8-3,5.2.1-1,0.8073,OVERLAP
5.7-1,5.1.4-4,0.8073,OVERLAP
5.6-1,5.1.2-1,0.8073,OVERLAP
5.11-1,5.3.1-3,0.8073,OVERLAP
5.3-1,5.2.4-1,0.8073,OVERLAP
5.6-6,5.4.2-3,0.8073,OVERLAP
5.7-1,5.2.5-2.1,0.8073,OVERLAP
5.6-5,5.4.1-1,0.8072,OVERLAP
5.3-14,5.1.4-2,0.8072,OVERLAP
5.1-2A,5.3.1-3,0.8072,OVERLAP
5.5-6,5.1.3-1.3,0.8072,OVERLAP
5.8-2,5.2.2-1,0.8071,OVERLAP
5.6-2,5.1.2-2,0.8071,OVERLAP
5.3-1,5.2.1-4,0.807,OVERLAP
5.8-3,5.2.4-1.2,0.807,OVERLAP
5.3-10,5.2.3-1,0.807,OVERLAP
5.8-3,5.2.5-3,0.807,OVERLAP
5.5-1,5.2.4-2.1,0.8069,OVERLAP
5.11-4,5.2.1-2,0.8068,OVERLAP
5.13-1B,5.1.3-3,0.8068,OVERLAP
5.12-1,5.1.2-3,0.8068,OVERLAP
5.6-8,5.1.3-1,0.8067,OVERLAP
5.5-8,5.1.2-5.1,0.8067,OVERLAP
5.13-1A,5.1.2-1.1,0.8066,OVERLAP
5.2-2,5.2.5-2,0.8065,OVERLAP
5.3-16,5.2.3-2.2,0.8065,OVERLAP
5.0-1,5.4.2-3,0.8065,OVERLAP
5.1-5,5.2.5-4.1,0.8065,OVERLAP
5.2-2,5.2.1-4.2,0.8065,OVERLAP
5.11-1,5.2.5-2,0.8063,OVERLAP
5.5-6,5.3.1-2.1,0.8063,OVERLAP
5.3-16,5.2.2-6,0.8063,OVERLAP
5.8-1,5.1.2-1.1,0.8062,OVERLAP
5.8-2,5.4.2-1,0.8062,OVERLAP
5.3-14,5.5.1-2,0.8062,OVERLAP
5.6-6,5.2.4-1,0.8062,OVERLAP
5.5-8,5.2.3-2,0.806,OVERLAP
5.3-13,5.5.1-2,0.806,OVERLAP
5.8-3,5.2.1-3,0.806,OVERLAP
5.3-2,5.2.2-2,0.806,OVERLAP
5.3-6B,5.2.3-2.1,0.8059,OVERLAP
5.3-14,5.2.2-4,0.8059,OVERLAP
5.2-3,5.1.1-2.1,0.8059,OVERLAP
5.13-1B,5.2.1-1,0.8059,OVERLAP
5.8-1,5.1.1-1,0.8058,OVERLAP
5.11-1,5.2.4-2.1,0.8058,OVERLAP
5.3-6B,5.2.5-3,0.8058,OVERLAP
5.5-1,5.2.3-1,0.8058,OVERLAP
5.4-1,5.2.1-1,0.8057,OVERLAP
5.6-3,5.1.3-1.1,0.8057,OVERLAP
5.8-3,5.4.1-1,0.8057,OVERLAP
5.9-3,5.2.1-2,0.8057,OVERLAP
5.3-10,5.2.2-1,0.8057,OVERLAP
5.9-2,5.1.2-4,0.8056,OVERLAP
5.7-1,5.2.4-1,0.8056,OVERLAP
5.6-3,5.1.2-2,0.8056,OVERLAP
5.3-10,5.1.3-1.1,0.8056,OVERLAP
5.6-3,5.4.1-1.1,0.8055,OVERLAP
5.5-5,5.2.4-2,0.8055,OVERLAP
5.3-1,5.5.1-1,0.8055,OVERLAP
5.3-11,5.2.1-3,0.8055,OVERLAP
5.4-2,5.2.3-2.1,0.8055,OVERLAP
5.2-3,5.2.2-2,0.8055,OVERLAP
5.1-3,5.2.2-6,0.8055,OVERLAP
5.7-1,5.1.2-1,0.8055,OVERLAP
5.7-2,5.1.2-5,0.8055,OVERLAP
5.5-5,5.2.4-2.1,0.8055,OVERLAP
5.10-1,5.2.2-3,0.8054,OVERLAP
5.1-4,5.2.1-4.1,0.8054,OVERLAP
5.5-7,5.2.2-6,0.8053,OVERLAP
5.3-8,5.1.1-1,0.8053,OVERLAP
5.6-4A,5.1.2-5,0.8052,OVERLAP
5.9-3,5.1.4-3,0.8052,OVERLAP
5.12-1,5.2.1-3.1,0.8052,OVERLAP
5.12-1,5.1.3-3,0.8052,OVERLAP
5.3-9,5.2.5-4,0.8051,OVERLAP
5.3-8,5.1.1-2.1,0.8051,OVERLAP
5.3-15B,5.1.2-6,0.8051,OVERLAP
5.12-2,5.1.2-7,0.8051,OVERLAP
5.6-9,5.2.5-2,0.8051,OVERLAP
5.11-4,5.4.2-1,0.805,OVERLAP
5.3-6B,5.2.1-4.2,0.805,OVERLAP
5.9-3,5.1.2-4,0.805,OVERLAP
5.13-1A,5.2.2-2,0.805,OVERLAP
5.6-2,5.2.2-1,0.805,OVERLAP
5.6-5,5.2.3-1,0.8049,OVERLAP
5.3-5,5.4.2-1,0.8049,OVERLAP
5.11-4,5.3.1-1,0.8049,OVERLAP
5.2-2,5.1.1-2.2,0.8049,OVERLAP
5.2-1,5.2.4-1.2,0.8049,OVERLAP
5.3-1,5.2.3-2,0.8049,OVERLAP
5.1-3,5.2.5-4,0.8048,OVERLAP
5.11-2,5.2.2-3,0.8048,OVERLAP
5.13-1A,5.2.4-1.2,0.8048,OVERLAP
5.7-2,5.4.1-3,0.8048,OVERLAP
5.11-2,5.4.2-4,0.8048,OVERLAP
5.6-7,5.3.1-3,0.8048,OVERLAP
5.2-2,5.4.1-3,0.8047,OVERLAP
5.6-4A,5.5.1-2,0.8047,OVERLAP
5.6-1,5.1.2-2,0.8046,OVERLAP
5.3-12,5.2.2-6,0.8046,OVERLAP
5.3-2,5.3.1-3,0.8046,OVERLAP
5.4-2,5.2.4-1.2,0.8046,OVERLAP
5.4-3,5.2.2-6,0.8045,OVERLAP
5.5-5,5.1.2-3,0.8045,OVERLAP
5.5-7,5.4.2-4,0.8045,OVERLAP
5.6-7,5.2.2-3,0.8045,OVERLAP
5.5-1,5.1.2-7,0.8045,OVERLAP
5.5-7,5.1.2-4,0.8044,OVERLAP
5.3-11,5.2.1-1,0.8044,OVERLAP
5.5-1,5.1.1-2.2,0.8044,OVERLAP
5.11-3,5.1.2-6,0.8044,OVERLAP
5.11-4,5.4.1-1.1,0.8044,OVERLAP
5.6-4A,5.1.1-2,0.8044,OVERLAP
5.11-3,5.2.4-2.1,0.8043,OVERLAP
5.6-2,5.2.4-3,0.8043,OVERLAP
5.7-1,5.2.1-1,0.8042,OVERLAP
5.1-5,5.3.1-1,0.8042,OVERLAP
5.1-3,5.4.2-2,0.8041,OVERLAP
5.6-4A,5.1.4-5,0.8041,OVERLAP
5.3-2,5.2.5-4.1,0.8041,OVERLAP
5.12-2,5.4.2-1,0.8041,OVERLAP
5.9-2,5.2.4-2.1,0.804,OVERLAP
5.6-4A,5.2.4-1.2,0.8039,OVERLAP
5.3-3,5.2.5-1,0.8039,OVERLAP
5.3-4A,5.1.4-4,0.8039,OVERLAP
5.1-2,5.1.3-1.2,0.8039,OVERLAP
5.7-1,5.1.4-1,0.8039,OVERLAP
5.5-5,5.1.3-4,0.8038,OVERLAP
5.8-2,5.4.1-1,0.8037,OVERLAP
5.13-1A,5.2.3-2.2,0.8037,OVERLAP
5.8-1,5.2.2-6,0.8036,OVERLAP
5.6-5,5.2.1-4,0.8036,OVERLAP
5.1-3,5.2.3-1,0.8036,OVERLAP
5.11-1,5.4.2-4,0.8035,OVERLAP
5.1-3,5.2.1-3,0.8035,OVERLAP
5.3-1,5.2.1-4.1,0.8035,OVERLAP
5.3-13,5.2.3-2.1,0.8034,OVERLAP
5.12-3,5.4.1-3,0.8034,OVERLAP
5.2-2,5.3.1-2.2,0.8034,OVERLAP
5.11-2,5.1.4-4,0.8034,OVERLAP
5.8-3,5.2.5-2.1,0.8034,OVERLAP
5.2-3,5.2.5-2,0.8034,OVERLAP
5.6-4A,5.1.1-2.2,0.8033,OVERLAP
5.5-5,5.1.3-1,0.8033,OVERLAP
5.11-1,5.2.1-4,0.8033,OVERLAP
5.9-2,5.1.3-2,0.8033,OVERLAP
5.6-5,5.2.2-3,0.8032,OVERLAP
5.9-3,5.1.2-1.1,0.8032,OVERLAP
5.3-9,5.2.3-2,0.8032,OVERLAP
5.9-3,5.3.1-2.2,0.8031,OVERLAP
5.1-1,5.3.1-3,0.803,OVERLAP
5.9-2,5.4.1-2,0.803,OVERLAP
5.1-3,5.2.2-1,0.803,OVERLAP
5.3-3,5.4.1-3,0.803,OVERLAP
5.3-11,5.2.2-6,0.8029,OVERLAP
5.2-3,5.2.4-2,0.8029,OVERLAP
5.11-2,5.4.1-1.1,0.8029,OVERLAP
5.3-13,5.2.3-1,0.8029,OVERLAP
5.3-16,5.2.4-1,0.8029,OVERLAP
5.9-2,5.2.1-2,0.8029,OVERLAP
5.10-1,5.4.1-1.1,0.8028,OVERLAP
5.6-5,5.4.2-4,0.8028,OVERLAP
5.6-6,5.2.2-3,0.8028,OVERLAP
5.4-4,5.1.3-1.2,0.8028,OVERLAP
5.1-3,5.2.4-2,0.8027,OVERLAP
5.3-2,5.2.4-2.1,0.8027,OVERLAP
5.2-1,5.1.2-5.1,0.8027,OVERLAP
5.6-1,5.1.2-5,0.8027,OVERLAP
5.0-1,5.1.4-1,0.8027,OVERLAP
5.3-16,5.2.5-1,0.8027,OVERLAP
5.3-1,5.4.2-1,0.8027,OVERLAP
5.3-13,5.2.1-1,0.8026,OVERLAP
5.11-1,5.1.2-3,0.8026,OVERLAP
5.1-3,5.2.4-1,0.8026,OVERLAP
5.8-2,5.2.1-3,0.8026,OVERLAP
5.10-1,5.2.5-1,0.8026,OVERLAP
5.3-16,5.1.2-4,0.8025,OVERLAP
5.10-1,5.1.2-3,0.8024,OVERLAP
5.6-6,5.3.1-2.1,0.8024,OVERLAP
5.3-9,5.1.3-4,0.8024,OVERLAP
5.12-2,5.1.4-5,0.8024,OVERLAP
5.12-2,5.5.1-2,0.8024,OVERLAP
5.7-2,5.1.1-2.2,0.8023,OVERLAP
5.6-8,5.4.1-1.1,0.8022,OVERLAP
5.3-16,5.2.4-2.1,0.8022,OVERLAP
5.6-5,5.2.5-4,0.8022,OVERLAP
5.3-9,5.4.1-1.1,0.8022,OVERLAP
5.8-3,5.2.2-4,0.8022,OVERLAP
5.5-7,5.1.3-1,0.8021,OVERLAP
5.13-1B,5.2.3-2,0.802,OVERLAP
5.13-1A,5.2.2-3,0.802,OVERLAP
5.3-8,5.4.1-3,0.802,OVERLAP
5.10-1,5.2.5-4,0.802,OVERLAP
5.3-3,5.2.3-4,0.8019,OVERLAP
5.6-9,5.1.3-3,0.8019,OVERLAP
5.13-1B,5.2.3-1,0.8019,OVERLAP
5.4-3,5.4.1-1,0.8019,OVERLAP
5.1-5,5.2.5-4,0.8019,OVERLAP
5.6-2,5.1.2-5,0.8018,OVERLAP
5.13-1B,5.3.1-2.1,0.8018,OVERLAP
5.5-8,5.2.5-3,0.8018,OVERLAP
5.3-9,5.1.3-1,0.8018,OVERLAP
5.9-3,5.1.4-1,0.8018,OVERLAP
5.3-15A,5.2.1-2,0.8018,OVERLAP
5.8-2,5.4.1-2,0.8017,OVERLAP
5.4-2,5.1.2-1,0.8017,OVERLAP
5.12-1,5.1.2-1.1,0.8017,OVERLAP
5.0-1,5.2.5-2.1,0.8017,OVERLAP
5.1-2A,5.2.1-4,0.8016,OVERLAP
5.4-2,5.4.2-2,0.8016,OVERLAP
5.5-8,5.1.1-1.1,0.8015,OVERLAP
5.0-1,5.4.2-2,0.8015,OVERLAP
5.0-1,5.2.3-2.2,0.8015,OVERLAP
5.11-3,5.1.3-2,0.8015,OVERLAP
5.10-1,5.2.3-2,0.8014,OVERLAP
5.2-1,5.2.2-1,0.8014,OVERLAP
5.11-4,5.2.5-1,0.8014,OVERLAP
5.8-2,5.2.4-1.2,0.8013,OVERLAP
5.1-1,5.2.2-3,0.8013,OVERLAP
5.8-3,5.2.3-1,0.8012,OVERLAP
5.6-6,5.1.2-6,0.8012,OVERLAP
5.1-2A,5.4.2-2,0.8012,OVERLAP
5.11-4,5.3.1-2,0.8012,OVERLAP
5.6-8,5.3.1-1,0.8012,OVERLAP
5.12-3,5.3.1-2.2,0.8012,OVERLAP
