src_id,tgt_id,gemini_embed_score,predicted_rel
5.8-1,5.2.5-4,0.7007,OVERLAP
5.7-2,5.2.3-4,0.7007,OVERLAP
5.5-8,5.3.1-2,0.7006,OVERLAP
5.3-1,5.1.1-2,0.7006,OVERLAP
5.3-1,5.1.4-2,0.7006,OVERLAP
5.5-7,5.2.3-2.1,0.7006,OVERLAP
5.6-4A,5.2.4-1,0.7006,OVERLAP
5.1-5,5.1.1-2.2,0.7005,OVERLAP
5.8-1,5.2.5-4.1,0.7005,OVERLAP
5.2-1,5.2.4-3,0.7005,OVERLAP
5.6-2,5.1.4-2,0.7005,OVERLAP
5.13-1B,5.2.2-6,0.7005,OVERLAP
5.3-15B,5.2.3-1,0.7005,OVERLAP
5.8-1,5.1.2-2,0.7005,OVERLAP
5.3-14,5.2.1-2,0.7005,OVERLAP
5.5-8,5.1.2-5,0.7005,OVERLAP
5.6-7,5.2.2-4,0.7004,OVERLAP
5.1-3,5.1.4-3,0.7004,OVERLAP
5.12-2,5.2.3-2.2,0.7004,OVERLAP
5.3-6B,5.2.3-4,0.7004,OVERLAP
5.3-3,5.4.1-1.1,0.7003,OVERLAP
5.0-1,5.3.1-2.1,0.7003,OVERLAP
5.1-3,5.4.2-4,0.7002,OVERLAP
5.4-3,5.2.1-4.2,0.7002,OVERLAP
5.3-4B,5.5.1-1,0.7002,OVERLAP
5.1-5,5.4.1-1.1,0.7002,OVERLAP
5.6-2,5.1.2-2,0.7002,OVERLAP
5.6-2,5.2.3-2,0.7002,OVERLAP
5.6-7,5.2.3-2,0.7001,OVERLAP
5.9-1,5.4.1-1.1,0.7001,OVERLAP
5.6-4A,5.4.2-1,0.7001,OVERLAP
5.2-2,5.2.1-1,0.7,COMPLEMENTARITY
5.4-4,5.2.5-4,0.7,COMPLEMENTARITY
5.12-3,5.1.2-5,0.7,COMPLEMENTARITY
5.5-7,5.2.2-1,0.7,OVERLAP
5.12-2,5.1.1-1,0.7,COMPLEMENTARITY
5.8-1,5.1.2-3,0.7,OVERLAP
5.4-2,5.4.1-2,0.7,COMPLEMENTARITY
5.3-10,5.2.2-5,0.7,COMPLEMENTARITY
5.8-3,5.2.2-5,0.6999,COMPLEMENTARITY
5.10-1,5.2.4-1.1,0.6999,COMPLEMENTARITY
5.3-16,5.1.4-5,0.6999,COMPLEMENTARITY
5.3-13,5.2.4-1.1,0.6999,COMPLEMENTARITY
5.1-1,5.4.1-1.1,0.6999,COMPLEMENTARITY
5.4-1,5.1.1-2,0.6999,COMPLEMENTARITY
5.5-2,5.1.4-2,0.6998,COMPLEMENTARITY
5.10-1,5.2.5-4,0.6998,COMPLEMENTARITY
5.6-3,5.2.5-4,0.6998,COMPLEMENTARITY
5.2-2,5.4.1-1.1,0.6998,COMPLEMENTARITY
5.5-5,5.1.4-3,0.6998,COMPLEMENTARITY
5.0-1,5.2.5-2,0.6997,COMPLEMENTARITY
5.6-8,5.1.1-2,0.6997,COMPLEMENTARITY
5.3-12,5.2.3-1,0.6997,COMPLEMENTARITY
5.3-7,5.2.5-2.1,0.6997,COMPLEMENTARITY
5.1-3,5.4.1-2,0.6997,COMPLEMENTARITY
5.6-2,5.2.5-2.1,0.6996,COMPLEMENTARITY
5.5-8,5.2.1-3,0.6996,COMPLEMENTARITY
5.8-1,5.4.2-4,0.6996,COMPLEMENTARITY
5.7-2,5.4.2-3,0.6996,COMPLEMENTARITY
5.3-10,5.1.2-6,0.6996,COMPLEMENTARITY
5.3-15A,5.4.1-2,0.6996,COMPLEMENTARITY
5.6-9,5.1.4-2,0.6996,COMPLEMENTARITY
5.3-1,5.1.3-3,0.6995,COMPLEMENTARITY
5.3-8,5.3.1-1,0.6995,COMPLEMENTARITY
5.1-3,5.2.4-3,0.6995,COMPLEMENTARITY
5.3-7,5.2.1-4,0.6994,COMPLEMENTARITY
5.3-11,5.1.3-1.1,0.6994,COMPLEMENTARITY
5.1-1,5.1.1-2,0.6994,COMPLEMENTARITY
5.13-1B,5.3.1-2.2,0.6994,COMPLEMENTARITY
5.6-3,5.1.2-1,0.6994,COMPLEMENTARITY
5.12-3,5.2.2-2,0.6993,COMPLEMENTARITY
5.6-5,5.2.3-2.1,0.6993,COMPLEMENTARITY
5.1-3,5.1.1-1,0.6992,COMPLEMENTARITY
5.5-6,5.2.3-2,0.6991,COMPLEMENTARITY
5.6-9,5.2.2-2,0.6991,COMPLEMENTARITY
5.5-5,5.1.2-7,0.6991,COMPLEMENTARITY
5.1-4,5.2.3-2,0.6991,COMPLEMENTARITY
5.8-3,5.2.4-1.1,0.699,COMPLEMENTARITY
5.2-2,5.1.3-1.3,0.699,COMPLEMENTARITY
5.5-6,5.4.2-3,0.699,COMPLEMENTARITY
5.1-5,5.1.3-2,0.699,COMPLEMENTARITY
5.3-8,5.1.3-3,0.699,COMPLEMENTARITY
5.5-7,5.1.2-7,0.6989,COMPLEMENTARITY
5.8-1,5.1.2-6,0.6989,COMPLEMENTARITY
5.5-2,5.5.1-1,0.6989,COMPLEMENTARITY
5.2-2,5.2.5-1,0.6989,COMPLEMENTARITY
5.6-8,5.1.2-3,0.6989,COMPLEMENTARITY
5.6-4A,5.1.4-2,0.6988,COMPLEMENTARITY
5.5-5,5.2.3-2.2,0.6988,COMPLEMENTARITY
5.12-3,5.1.1-2,0.6988,COMPLEMENTARITY
5.3-12,5.2.3-4,0.6988,COMPLEMENTARITY
5.8-3,5.4.1-1.1,0.6987,COMPLEMENTARITY
5.5-7,5.2.3-2,0.6987,COMPLEMENTARITY
5.12-3,5.5.1-2,0.6987,COMPLEMENTARITY
5.3-6B,5.2.2-4,0.6986,COMPLEMENTARITY
5.1-5,5.1.2-4,0.6985,COMPLEMENTARITY
5.1-5,5.2.3-2,0.6985,COMPLEMENTARITY
5.3-10,5.1.4-2,0.6985,COMPLEMENTARITY
5.1-4,5.4.1-2,0.6985,COMPLEMENTARITY
5.2-2,5.4.2-1,0.6985,COMPLEMENTARITY
5.4-3,5.1.2-3,0.6985,COMPLEMENTARITY
5.11-3,5.2.4-1,0.6985,COMPLEMENTARITY
5.2-1,5.2.5-2,0.6985,COMPLEMENTARITY
5.3-16,5.2.3-4,0.6985,COMPLEMENTARITY
5.3-2,5.1.4-2,0.6984,COMPLEMENTARITY
5.9-1,5.2.2-5,0.6984,COMPLEMENTARITY
5.0-1,5.1.1-2,0.6984,COMPLEMENTARITY
5.5-6,5.2.1-1,0.6984,COMPLEMENTARITY
5.3-7,5.1.3-2,0.6984,COMPLEMENTARITY
5.5-1,5.4.2-4,0.6984,COMPLEMENTARITY
5.7-1,5.1.2-7,0.6984,COMPLEMENTARITY
5.1-4,5.2.4-1.2,0.6984,COMPLEMENTARITY
5.3-4B,5.2.2-6,0.6984,COMPLEMENTARITY
5.3-13,5.1.3-1.1,0.6984,COMPLEMENTARITY
5.6-1,5.4.2-4,0.6983,COMPLEMENTARITY
5.1-4,5.2.5-4.1,0.6983,COMPLEMENTARITY
5.3-4B,5.1.2-7,0.6982,COMPLEMENTARITY
5.3-2,5.2.4-1.2,0.6982,COMPLEMENTARITY
5.3-3,5.2.1-4.1,0.6982,COMPLEMENTARITY
5.5-2,5.2.2-3,0.6982,COMPLEMENTARITY
5.9-2,5.2.1-1,0.6982,COMPLEMENTARITY
5.1-2,5.2.4-1.1,0.6982,COMPLEMENTARITY
5.4-3,5.4.1-2,0.6982,COMPLEMENTARITY
5.3-4B,5.3.1-2,0.6982,COMPLEMENTARITY
5.9-1,5.2.1-3.1,0.6981,COMPLEMENTARITY
5.6-9,5.2.4-2,0.6981,COMPLEMENTARITY
5.9-2,5.4.1-1,0.6981,COMPLEMENTARITY
5.4-4,5.1.4-1,0.6981,COMPLEMENTARITY
5.8-3,5.1.3-1,0.698,COMPLEMENTARITY
5.12-2,5.2.5-2.1,0.698,COMPLEMENTARITY
5.3-2,5.2.3-3,0.698,COMPLEMENTARITY
5.3-14,5.2.2-6,0.698,COMPLEMENTARITY
5.6-5,5.1.4-5,0.698,COMPLEMENTARITY
5.6-8,5.4.1-2,0.6979,COMPLEMENTARITY
5.8-1,5.2.4-2,0.6979,COMPLEMENTARITY
5.6-4A,5.1.1-2,0.6978,COMPLEMENTARITY
5.3-13,5.2.4-2,0.6978,COMPLEMENTARITY
5.8-1,5.1.1-1,0.6978,COMPLEMENTARITY
5.5-1,5.2.4-1.1,0.6978,COMPLEMENTARITY
5.13-1B,5.3.1-2.1,0.6978,COMPLEMENTARITY
5.7-2,5.1.3-3,0.6977,COMPLEMENTARITY
5.2-2,5.1.2-4,0.6977,COMPLEMENTARITY
5.3-3,5.1.4-3,0.6977,COMPLEMENTARITY
5.12-1,5.3.1-1,0.6976,COMPLEMENTARITY
5.4-3,5.2.4-1,0.6975,COMPLEMENTARITY
5.3-6B,5.4.2-4,0.6975,COMPLEMENTARITY
5.6-5,5.1.2-6,0.6975,COMPLEMENTARITY
5.3-7,5.2.4-1,0.6975,COMPLEMENTARITY
5.6-1,5.1.2-1,0.6974,COMPLEMENTARITY
5.0-1,5.2.4-2,0.6974,COMPLEMENTARITY
5.6-1,5.2.3-2,0.6974,COMPLEMENTARITY
5.3-2,5.4.2-1,0.6974,COMPLEMENTARITY
5.2-1,5.1.3-1.3,0.6974,COMPLEMENTARITY
5.4-4,5.3.1-2,0.6974,COMPLEMENTARITY
5.3-3,5.1.1-2,0.6973,COMPLEMENTARITY
5.3-4A,5.2.3-2,0.6973,COMPLEMENTARITY
5.6-9,5.1.4-1,0.6973,COMPLEMENTARITY
5.3-3,5.1.3-2,0.6973,COMPLEMENTARITY
5.5-8,5.2.1-3.1,0.6973,COMPLEMENTARITY
5.2-3,5.2.2-1,0.6973,COMPLEMENTARITY
5.1-5,5.1.3-1.3,0.6973,COMPLEMENTARITY
5.4-4,5.4.2-2,0.6972,COMPLEMENTARITY
5.0-1,5.1.3-3,0.6972,COMPLEMENTARITY
5.2-1,5.1.1-2.1,0.6972,COMPLEMENTARITY
5.3-14,5.2.5-2.1,0.6972,COMPLEMENTARITY
5.6-1,5.2.2-3,0.6972,COMPLEMENTARITY
5.1-1,5.1.2-6,0.6972,COMPLEMENTARITY
5.7-1,5.2.1-1,0.6971,COMPLEMENTARITY
5.5-6,5.1.2-1,0.6971,COMPLEMENTARITY
5.1-3,5.2.2-3,0.6971,COMPLEMENTARITY
5.3-16,5.5.1-1,0.6971,COMPLEMENTARITY
5.5-5,5.1.2-5,0.6971,COMPLEMENTARITY
5.8-1,5.1.2-1.1,0.6971,COMPLEMENTARITY
5.8-1,5.4.1-1.1,0.6971,COMPLEMENTARITY
5.1-2,5.3.1-2,0.697,COMPLEMENTARITY
5.5-1,5.1.3-1.1,0.697,COMPLEMENTARITY
5.7-2,5.1.1-2,0.697,COMPLEMENTARITY
5.5-8,5.1.4-1,0.697,COMPLEMENTARITY
5.13-1A,5.1.3-1,0.697,COMPLEMENTARITY
5.6-1,5.2.1-4.1,0.6969,COMPLEMENTARITY
5.3-16,5.4.2-3,0.6969,COMPLEMENTARITY
5.7-1,5.2.5-2.1,0.6969,COMPLEMENTARITY
5.11-3,5.2.1-4,0.6968,COMPLEMENTARITY
5.5-5,5.1.3-1.3,0.6968,COMPLEMENTARITY
5.3-14,5.2.4-2,0.6968,COMPLEMENTARITY
5.1-3,5.2.4-2,0.6968,COMPLEMENTARITY
5.3-8,5.1.1-1,0.6968,COMPLEMENTARITY
5.1-4,5.4.2-1,0.6968,COMPLEMENTARITY
5.1-4,5.2.5-2.1,0.6968,COMPLEMENTARITY
5.7-2,5.1.3-2,0.6968,COMPLEMENTARITY
5.6-8,5.2.5-4.1,0.6967,COMPLEMENTARITY
5.7-2,5.2.3-2.1,0.6967,COMPLEMENTARITY
5.5-6,5.1.1-1,0.6967,COMPLEMENTARITY
5.6-2,5.2.2-6,0.6967,COMPLEMENTARITY
5.1-2,5.1.4-1,0.6966,COMPLEMENTARITY
5.6-3,5.2.3-2,0.6966,COMPLEMENTARITY
5.2-2,5.2.3-2.1,0.6966,COMPLEMENTARITY
5.13-1A,5.2.1-1,0.6966,COMPLEMENTARITY
5.5-2,5.3.1-1,0.6966,COMPLEMENTARITY
5.3-12,5.1.1-2,0.6965,COMPLEMENTARITY
5.3-7,5.2.3-2.1,0.6965,COMPLEMENTARITY
5.3-9,5.2.1-2,0.6965,COMPLEMENTARITY
5.3-3,5.1.4-1,0.6965,COMPLEMENTARITY
5.12-2,5.2.1-4,0.6965,COMPLEMENTARITY
5.6-7,5.2.1-3.1,0.6965,COMPLEMENTARITY
5.11-4,5.4.2-3,0.6965,COMPLEMENTARITY
5.13-1B,5.1.2-3,0.6965,COMPLEMENTARITY
5.6-2,5.2.4-2,0.6964,COMPLEMENTARITY
5.5-7,5.4.2-3,0.6964,COMPLEMENTARITY
5.12-3,5.1.2-3,0.6964,COMPLEMENTARITY
5.3-6A,5.3.1-2,0.6964,COMPLEMENTARITY
5.3-16,5.1.3-3,0.6964,COMPLEMENTARITY
5.3-16,5.2.4-1.1,0.6964,COMPLEMENTARITY
5.1-4,5.1.2-2,0.6964,COMPLEMENTARITY
5.2-1,5.3.1-2.1,0.6963,COMPLEMENTARITY
5.3-9,5.1.3-3,0.6963,COMPLEMENTARITY
5.1-1,5.5.1-1,0.6963,COMPLEMENTARITY
5.3-4B,5.2.1-4.2,0.6962,COMPLEMENTARITY
5.1-1,5.4.2-1,0.6962,COMPLEMENTARITY
5.5-1,5.1.2-5,0.6962,COMPLEMENTARITY
5.4-3,5.3.1-1,0.6962,COMPLEMENTARITY
5.12-2,5.1.1-2.1,0.6962,COMPLEMENTARITY
5.2-3,5.2.4-1.1,0.6961,COMPLEMENTARITY
5.10-1,5.1.3-3,0.6961,COMPLEMENTARITY
5.5-6,5.2.5-4.1,0.6961,COMPLEMENTARITY
5.6-7,5.2.1-4.2,0.6961,COMPLEMENTARITY
5.3-12,5.2.2-6,0.6961,COMPLEMENTARITY
5.5-1,5.2.4-2,0.696,COMPLEMENTARITY
5.2-3,5.3.1-1,0.696,COMPLEMENTARITY
5.1-5,5.1.3-1.2,0.696,COMPLEMENTARITY
5.1-4,5.3.1-2,0.696,COMPLEMENTARITY
5.1-2,5.5.1-2,0.696,COMPLEMENTARITY
5.4-2,5.1.2-6,0.696,COMPLEMENTARITY
5.10-1,5.4.1-1.1,0.696,COMPLEMENTARITY
5.5-2,5.1.1-2,0.6959,COMPLEMENTARITY
5.9-2,5.2.1-3,0.6959,COMPLEMENTARITY
5.6-5,5.4.1-2,0.6959,COMPLEMENTARITY
5.6-1,5.1.2-7,0.6959,COMPLEMENTARITY
5.5-2,5.4.2-1,0.6959,COMPLEMENTARITY
5.3-13,5.2.1-4,0.6959,COMPLEMENTARITY
5.7-1,5.1.4-5,0.6959,COMPLEMENTARITY
5.3-2,5.3.1-1,0.6959,COMPLEMENTARITY
5.5-2,5.1.4-4,0.6958,COMPLEMENTARITY
5.3-2,5.1.2-3,0.6958,COMPLEMENTARITY
5.13-1B,5.2.5-2,0.6958,COMPLEMENTARITY
5.7-1,5.1.4-1,0.6958,COMPLEMENTARITY
5.6-4B,5.2.5-1,0.6958,COMPLEMENTARITY
5.1-5,5.4.2-3,0.6957,COMPLEMENTARITY
5.1-4,5.4.2-3,0.6957,COMPLEMENTARITY
5.13-1B,5.4.2-1,0.6957,COMPLEMENTARITY
5.1-1,5.4.2-4,0.6956,COMPLEMENTARITY
5.1-1,5.4.2-3,0.6956,COMPLEMENTARITY
5.12-3,5.2.4-1,0.6956,COMPLEMENTARITY
5.13-1B,5.2.2-3,0.6956,COMPLEMENTARITY
5.12-3,5.2.3-2.2,0.6956,COMPLEMENTARITY
5.4-4,5.1.4-2,0.6956,COMPLEMENTARITY
5.3-2,5.2.2-6,0.6955,COMPLEMENTARITY
5.6-1,5.2.1-2,0.6955,COMPLEMENTARITY
5.3-15B,5.1.2-2,0.6955,COMPLEMENTARITY
5.3-14,5.2.4-1.2,0.6955,COMPLEMENTARITY
5.6-4A,5.2.4-1.1,0.6954,COMPLEMENTARITY
5.13-1B,5.2.1-4.2,0.6954,COMPLEMENTARITY
5.6-5,5.2.2-1,0.6954,COMPLEMENTARITY
5.4-4,5.2.1-3.1,0.6954,COMPLEMENTARITY
5.5-2,5.1.2-3,0.6953,COMPLEMENTARITY
5.5-6,5.2.2-3,0.6953,COMPLEMENTARITY
5.1-1,5.2.2-3,0.6953,COMPLEMENTARITY
5.4-1,5.1.2-3,0.6953,COMPLEMENTARITY
5.3-13,5.2.5-2,0.6953,COMPLEMENTARITY
5.1-4,5.2.4-1,0.6952,COMPLEMENTARITY
5.3-14,5.2.1-4.2,0.6952,COMPLEMENTARITY
5.3-1,5.2.1-4,0.6952,COMPLEMENTARITY
5.8-1,5.2.3-2,0.6952,COMPLEMENTARITY
5.12-2,5.2.3-2,0.6952,COMPLEMENTARITY
5.5-2,5.2.4-3,0.6952,COMPLEMENTARITY
5.4-2,5.1.4-2,0.6951,COMPLEMENTARITY
5.13-1B,5.1.4-4,0.6951,COMPLEMENTARITY
5.4-1,5.1.1-2.2,0.695,COMPLEMENTARITY
5.6-4A,5.2.4-1.2,0.695,COMPLEMENTARITY
5.7-2,5.4.1-3,0.695,COMPLEMENTARITY
5.4-3,5.2.5-4.1,0.6949,COMPLEMENTARITY
5.10-1,5.3.1-2.2,0.6949,COMPLEMENTARITY
5.7-2,5.4.1-2,0.6949,COMPLEMENTARITY
5.6-7,5.2.1-4.1,0.6949,COMPLEMENTARITY
5.2-1,5.1.2-6,0.6948,COMPLEMENTARITY
5.6-9,5.2.5-3,0.6948,COMPLEMENTARITY
5.3-12,5.1.4-1,0.6947,COMPLEMENTARITY
5.5-6,5.1.4-4,0.6947,COMPLEMENTARITY
5.4-1,5.4.2-1,0.6947,COMPLEMENTARITY
5.13-1B,5.2.5-4,0.6947,COMPLEMENTARITY
5.1-1,5.2.2-2,0.6946,COMPLEMENTARITY
5.4-1,5.2.3-2,0.6946,COMPLEMENTARITY
5.1-4,5.1.2-4,0.6946,COMPLEMENTARITY
5.6-1,5.4.2-3,0.6945,COMPLEMENTARITY
5.0-1,5.4.1-3,0.6945,COMPLEMENTARITY
5.7-2,5.1.3-4,0.6945,COMPLEMENTARITY
5.11-2,5.4.1-1,0.6945,COMPLEMENTARITY
5.4-2,5.2.4-1.1,0.6944,COMPLEMENTARITY
5.3-12,5.2.4-1,0.6944,COMPLEMENTARITY
5.5-2,5.1.4-3,0.6944,COMPLEMENTARITY
5.11-4,5.1.2-7,0.6944,COMPLEMENTARITY
5.3-1,5.1.1-2.1,0.6944,COMPLEMENTARITY
5.2-2,5.2.1-2,0.6944,COMPLEMENTARITY
5.3-12,5.1.2-2,0.6944,COMPLEMENTARITY
5.3-10,5.2.5-3,0.6943,COMPLEMENTARITY
5.2-3,5.5.1-1,0.6943,COMPLEMENTARITY
5.1-3,5.1.4-1,0.6943,COMPLEMENTARITY
5.4-2,5.1.2-5,0.6943,COMPLEMENTARITY
5.3-5,5.2.5-1,0.6942,COMPLEMENTARITY
5.8-1,5.2.4-1.1,0.6942,COMPLEMENTARITY
5.3-6B,5.2.5-1,0.6942,COMPLEMENTARITY
5.5-5,5.2.4-1.1,0.6942,COMPLEMENTARITY
5.4-2,5.2.4-1,0.6941,COMPLEMENTARITY
5.3-4B,5.1.2-3,0.6941,COMPLEMENTARITY
5.11-2,5.2.2-4,0.6941,COMPLEMENTARITY
5.8-1,5.2.4-1.2,0.6941,COMPLEMENTARITY
5.3-15B,5.3.1-3,0.6941,COMPLEMENTARITY
5.3-13,5.2.3-3,0.6941,COMPLEMENTARITY
5.6-9,5.2.2-1,0.6941,COMPLEMENTARITY
5.9-2,5.2.2-5,0.6941,COMPLEMENTARITY
5.7-1,5.3.1-3,0.694,COMPLEMENTARITY
5.6-1,5.4.1-1.1,0.694,COMPLEMENTARITY
5.5-1,5.1.1-1,0.694,COMPLEMENTARITY
5.6-5,5.2.1-4,0.694,COMPLEMENTARITY
5.13-1B,5.5.1-1,0.6939,COMPLEMENTARITY
5.5-2,5.1.2-5,0.6938,COMPLEMENTARITY
5.6-3,5.2.1-2,0.6938,COMPLEMENTARITY
5.2-3,5.2.4-3,0.6937,COMPLEMENTARITY
5.5-7,5.1.2-2,0.6937,COMPLEMENTARITY
5.9-2,5.3.1-3,0.6937,COMPLEMENTARITY
5.6-9,5.1.3-1.2,0.6937,COMPLEMENTARITY
5.5-6,5.3.1-1,0.6937,COMPLEMENTARITY
5.13-1B,5.2.4-1,0.6937,COMPLEMENTARITY
5.6-9,5.5.1-1,0.6937,COMPLEMENTARITY
5.4-1,5.1.1-1,0.6936,COMPLEMENTARITY
5.4-1,5.2.1-4.1,0.6936,COMPLEMENTARITY
5.3-11,5.1.2-4,0.6935,COMPLEMENTARITY
5.4-3,5.1.2-1,0.6935,COMPLEMENTARITY
5.5-5,5.3.1-2,0.6935,COMPLEMENTARITY
5.3-8,5.1.1-2,0.6935,COMPLEMENTARITY
5.3-6B,5.2.3-2.2,0.6935,COMPLEMENTARITY
5.5-8,5.4.2-2,0.6934,COMPLEMENTARITY
5.2-3,5.2.5-3,0.6934,COMPLEMENTARITY
5.3-7,5.1.1-2.2,0.6934,COMPLEMENTARITY
5.3-1,5.1.4-1,0.6934,COMPLEMENTARITY
5.9-1,5.2.1-1,0.6934,COMPLEMENTARITY
5.8-1,5.1.4-4,0.6934,COMPLEMENTARITY
5.3-16,5.1.2-1,0.6934,COMPLEMENTARITY
5.3-1,5.2.5-2.1,0.6934,COMPLEMENTARITY
5.5-6,5.1.1-2,0.6934,COMPLEMENTARITY
5.7-1,5.4.1-1.1,0.6933,COMPLEMENTARITY
5.6-5,5.2.5-4.1,0.6933,COMPLEMENTARITY
5.13-1A,5.1.3-1.2,0.6933,COMPLEMENTARITY
5.6-5,5.1.3-3,0.6933,COMPLEMENTARITY
5.3-11,5.1.1-2,0.6932,COMPLEMENTARITY
5.2-3,5.2.4-2,0.6932,COMPLEMENTARITY
5.1-1,5.1.2-7,0.6932,COMPLEMENTARITY
5.3-14,5.1.3-1.1,0.6932,COMPLEMENTARITY
5.11-4,5.2.1-2,0.6932,COMPLEMENTARITY
5.5-8,5.2.3-2.2,0.6931,COMPLEMENTARITY
5.5-4,5.2.2-1,0.6931,COMPLEMENTARITY
5.13-1B,5.3.1-3,0.6931,COMPLEMENTARITY
5.4-3,5.2.2-6,0.6931,COMPLEMENTARITY
5.6-4A,5.2.5-4,0.6931,COMPLEMENTARITY
5.13-1A,5.2.5-4.1,0.6931,COMPLEMENTARITY
5.5-5,5.1.4-1,0.6931,COMPLEMENTARITY
5.8-2,5.2.4-1,0.693,COMPLEMENTARITY
5.3-13,5.2.4-1.2,0.693,COMPLEMENTARITY
5.3-7,5.2.1-4.2,0.693,COMPLEMENTARITY
5.12-2,5.1.2-3,0.693,COMPLEMENTARITY
5.3-16,5.1.4-3,0.693,COMPLEMENTARITY
5.10-1,5.2.1-4.1,0.693,COMPLEMENTARITY
5.11-2,5.2.1-4,0.693,COMPLEMENTARITY
5.4-4,5.2.4-3,0.693,COMPLEMENTARITY
5.3-16,5.2.5-3,0.6929,COMPLEMENTARITY
5.4-1,5.2.2-6,0.6929,COMPLEMENTARITY
5.0-1,5.2.1-4,0.6929,COMPLEMENTARITY
5.8-3,5.2.3-1,0.6929,COMPLEMENTARITY
5.6-8,5.1.3-2,0.6929,COMPLEMENTARITY
5.3-13,5.2.1-3,0.6929,COMPLEMENTARITY
5.6-4A,5.2.3-2.2,0.6928,COMPLEMENTARITY
5.4-1,5.1.3-2,0.6928,COMPLEMENTARITY
5.1-1,5.1.1-1,0.6928,COMPLEMENTARITY
5.3-12,5.1.3-3,0.6928,COMPLEMENTARITY
5.3-2,5.2.1-3.1,0.6928,COMPLEMENTARITY
5.1-3,5.2.4-1.1,0.6928,COMPLEMENTARITY
5.5-5,5.4.2-4,0.6927,COMPLEMENTARITY
5.6-7,5.2.1-4,0.6927,COMPLEMENTARITY
5.5-5,5.2.4-2,0.6927,COMPLEMENTARITY
5.3-13,5.5.1-1,0.6927,COMPLEMENTARITY
5.6-7,5.4.2-1,0.6927,COMPLEMENTARITY
5.4-4,5.1.2-5,0.6926,COMPLEMENTARITY
5.6-2,5.1.4-3,0.6926,COMPLEMENTARITY
5.4-3,5.1.3-1.2,0.6926,COMPLEMENTARITY
5.3-2,5.2.2-5,0.6926,COMPLEMENTARITY
5.8-2,5.5.1-2,0.6926,COMPLEMENTARITY
5.3-6B,5.2.3-2.1,0.6926,COMPLEMENTARITY
5.5-8,5.1.2-6,0.6926,COMPLEMENTARITY
5.11-4,5.2.1-3.1,0.6925,COMPLEMENTARITY
5.7-2,5.1.3-1.1,0.6925,COMPLEMENTARITY
5.6-5,5.3.1-3,0.6925,COMPLEMENTARITY
5.5-7,5.1.4-4,0.6924,COMPLEMENTARITY
5.3-4A,5.1.3-3,0.6924,COMPLEMENTARITY
5.4-1,5.1.2-1,0.6924,COMPLEMENTARITY
5.12-3,5.1.2-5.1,0.6924,COMPLEMENTARITY
5.3-13,5.1.2-1,0.6923,COMPLEMENTARITY
5.11-4,5.1.3-2,0.6922,COMPLEMENTARITY
5.3-3,5.1.3-1.1,0.6922,COMPLEMENTARITY
5.5-5,5.2.4-1.2,0.6922,COMPLEMENTARITY
5.6-5,5.1.2-7,0.6922,COMPLEMENTARITY
5.13-1B,5.1.2-5,0.6921,COMPLEMENTARITY
5.6-7,5.1.3-1.3,0.6921,COMPLEMENTARITY
5.6-5,5.1.4-2,0.692,COMPLEMENTARITY
5.7-2,5.1.1-1,0.692,COMPLEMENTARITY
5.1-4,5.2.3-2.1,0.692,COMPLEMENTARITY
5.9-2,5.1.4-1,0.6919,COMPLEMENTARITY
5.3-3,5.2.3-2,0.6919,COMPLEMENTARITY
5.7-2,5.2.1-2,0.6919,COMPLEMENTARITY
5.3-4A,5.1.3-1,0.6919,COMPLEMENTARITY
5.1-5,5.2.4-2,0.6919,COMPLEMENTARITY
5.3-11,5.2.4-1.1,0.6919,COMPLEMENTARITY
5.6-4A,5.2.5-3,0.6919,COMPLEMENTARITY
5.1-2,5.2.4-1.2,0.6919,COMPLEMENTARITY
5.3-8,5.1.2-2,0.6918,COMPLEMENTARITY
5.1-5,5.2.2-3,0.6918,COMPLEMENTARITY
5.10-1,5.1.2-5.1,0.6918,COMPLEMENTARITY
5.13-1B,5.1.4-1,0.6918,COMPLEMENTARITY
5.3-1,5.2.1-4.1,0.6918,COMPLEMENTARITY
5.5-1,5.1.2-3,0.6918,COMPLEMENTARITY
5.3-7,5.4.2-3,0.6918,COMPLEMENTARITY
5.4-4,5.1.1-2.1,0.6918,COMPLEMENTARITY
5.3-6A,5.1.1-1,0.6917,COMPLEMENTARITY
5.12-1,5.3.1-2,0.6917,COMPLEMENTARITY
5.6-5,5.4.2-1,0.6917,COMPLEMENTARITY
5.13-1B,5.1.4-2,0.6917,COMPLEMENTARITY
5.11-1,5.2.2-4,0.6917,COMPLEMENTARITY
5.4-2,5.2.1-3,0.6917,COMPLEMENTARITY
5.5-3,5.2.4-1.2,0.6916,COMPLEMENTARITY
5.6-2,5.5.1-2,0.6916,COMPLEMENTARITY
5.3-13,5.2.5-2.1,0.6916,COMPLEMENTARITY
5.6-8,5.3.1-1,0.6916,COMPLEMENTARITY
5.12-2,5.1.4-2,0.6916,COMPLEMENTARITY
5.3-11,5.2.5-2.1,0.6916,COMPLEMENTARITY
5.11-3,5.2.5-4,0.6915,COMPLEMENTARITY
5.3-7,5.2.2-6,0.6915,COMPLEMENTARITY
5.4-4,5.5.1-2,0.6915,COMPLEMENTARITY
5.3-12,5.2.1-1,0.6915,COMPLEMENTARITY
5.3-3,5.2.3-4,0.6915,COMPLEMENTARITY
